Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
16:00;York City vs Brackley Town;England 5;1.14 (1);95.0;5.0;0.0;1;1;4:0;WYGRANA;13.999999999999986
16:00;Farnham Town vs Basingstoke;England 7;1.36 (1);90.0;5.0;5.0;1;X;1:1;PRZEGRANA;-100.0
20:15;Jagiellonia Białystok vs Wisła Płock;Poland 1;1.65 (1);85.0;10.0;5.0;1;2;1:2;PRZEGRANA;-100.0
16:00;Rochdale vs Tamworth;England 5;1.33 (1);85.0;5.0;10.0;1;1;3:2;WYGRANA;33.0
16:00;Atherstone Town vs Walton & Hersham;England 7;1.22 (2);5.0;85.0;10.0;2;2;0:1;WYGRANA;22.0
19:00;Benfica Lizbona vs Vitoria Guimaraes;Portugal 1;1.3 (1);80.0;5.0;15.0;1;1;3:0;WYGRANA;30.0
17:00;Vojvodina vs Napredak;Serbia 1;1.16 (1);80.0;5.0;15.0;1;1;4:1;WYGRANA;15.999999999999986
14:00;Fortuna Koeln vs SV Roedinghausen;Germany 4;1.28 (1);80.0;0.0;20.0;1;X;1:1;PRZEGRANA;-100.0
17:15;NK Lokomotiva Zagrzeb vs Dinamo Zagrzeb;Croatia 1;1.38 (2);5.0;75.0;20.0;2;2;0:5;WYGRANA;38.0
15:30;FC Heidenheim vs Bayer Leverkusen;Germany 1;1.57 (2);10.0;75.0;15.0;2;X;3:3;PRZEGRANA;-100.0
14:30;Dunav Ruse vs Pirin Blagoevgrad;Bulgaria 2;1.33 (1);75.0;20.0;5.0;1;X;0:0;PRZEGRANA;-100.0
15:30;Bayern Monachium vs Union Berlin;Germany 1;1.16 (1);75.0;10.0;15.0;1;1;4:0;WYGRANA;15.999999999999986
14:30;Rukh Vynnyky vs Cherkasi;Ukraine 1;1.36 (2);5.0;70.0;25.0;2;2;1:2;WYGRANA;36.0
12:30;Chonburi vs Sukhothai FC;Thailand 1;1.57 (1);70.0;10.0;20.0;1;1;2:0;WYGRANA;57.0
18:30;Juventud Torremolinos vs Atletico Sanluqueno CF;Spain 3;1.6 (1);70.0;20.0;10.0;1;1;1:0;WYGRANA;60.0
16:00;Dartford vs Lewes;England 7;1.42 (1);65.0;10.0;25.0;1;1;4:1;WYGRANA;42.0
16:00;Hebburn Town vs Prescot Cables;England 7;1.53 (1);65.0;20.0;15.0;1;X;0:0;PRZEGRANA;-100.0
16:00;Grimsby Town vs Barrow;England 4;1.53 (1);65.0;15.0;20.0;1;1;5:0;WYGRANA;53.0
jutro 00:00;Atlante vs Dorados;Mexico 2;1.16 (1);60.0;10.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;St. Ives Town FC vs Spalding United;England 7;1.4 (2);15.0;60.0;25.0;2;X;1:1;PRZEGRANA;-100.0
16:00;Cray Wanderers vs Potters Bar Town;England 7;1.5 (1);60.0;15.0;25.0;1;1;1:0;WYGRANA;50.0
16:30;Zalaegerszeg vs Ujpest;Hungary 1;2.25 (1);60.0;25.0;15.0;1;1;2:0;WYGRANA;125.0
18:45;Rangers vs Aberdeen;Scotland 1;1.28 (1);60.0;10.0;30.0;1;1;4:1;WYGRANA;28.0
16:00;King's Lynn Town vs Curzon;England 6;1.61 (1);55.0;20.0;25.0;1;X;0:0;PRZEGRANA;-100.0
16:00;Lincoln vs Rotherham United;England 3;1.38 (1);55.0;30.0;15.0;1;1;3:0;WYGRANA;38.0
18:00;FC Zuerich vs Thun;Switzerland 1;1.85 (2);20.0;55.0;25.0;2;1;2:1;PRZEGRANA;-100.0
13:00;Turan Tovuz vs FK Gabala;Azerbaijan 1;1.53 (1);55.0;25.0;20.0;1;1;3:2;WYGRANA;53.0
04:05;Mazatlan FC vs Cruz Azul;Mexico 1;1.5 (2);15.0;55.0;30.0;2;Brak/Odwolany;-;Odwolany;0.0
jutro 00:20;Once Caldas vs Millonarios;Colombia 1;2.2 (1);55.0;30.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
14:30;Pianese vs Pontedera;Italy 3;1.85 (1);50.0;25.0;25.0;1;X;2:2;PRZEGRANA;-100.0
16:00;Stourbridge vs Stratford Town;England 7;1.72 (1);50.0;25.0;25.0;1;2;0:3;PRZEGRANA;-100.0
14:00;Stuttgarter Kickers vs Hessen Kassel;Germany 4;1.85 (1);50.0;20.0;30.0;1;2;0:1;PRZEGRANA;-100.0
16:15;Pontevedra vs Ourense CF;Spain 3;1.9 (1);50.0;20.0;30.0;1;X;0:0;PRZEGRANA;-100.0
12:00;Ayutthaya United FC vs Nakhon Ratchasima FC;Thailand 1;1.61 (1);50.0;10.0;40.0;1;2;0:1;PRZEGRANA;-100.0
14:30;Spartak Pleven vs Etar;Bulgaria 2;2.15 (2);30.0;45.0;25.0;2;1;4:0;PRZEGRANA;-100.0
16:00;Sutton United vs Truro City;England 5;1.72 (1);45.0;25.0;30.0;1;2;0:3;PRZEGRANA;-100.0
16:30;Famalicao vs Nacional;Portugal 1;1.7 (1);45.0;25.0;30.0;1;1;1:0;WYGRANA;70.0
14:00;Waldhof Mannheim vs Erzgebirge Aue;Germany 3;2.0 (1);25.0;45.0;30.0;2;1;2:1;PRZEGRANA;-100.0
16:00;Radcliffe Borough vs Kidderminster Harriers;England 6;1.9 (2);15.0;45.0;40.0;2;X;1:1;PRZEGRANA;-100.0
16:00;Stenhousemuir vs Kelty Hearts;Scotland 3;1.48 (1);45.0;30.0;25.0;1;1;2:0;WYGRANA;48.0
15:00;SSD Parma vs Cremonese;European Championship U-21 1;2.0 (1);40.0;20.0;40.0;1;2;0:2;PRZEGRANA;-100.0
16:00;Bromley vs Colchester United;England 4;2.15 (1);40.0;15.0;45.0;X;1;1:0;PRZEGRANA;-100.0
