Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
16:00;Forfar Athletic vs Edinburgh City;Scotland 4;1.16 (1);95.0;0.0;5.0;1;Brak/Odwolany;-;Odwolany;0.0
19:00;SC Villa vs Buhimba United Saints;Uganda 1;1.11 (1);90.0;0.0;10.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Cardiff City vs Northampton Town;England 3;1.18 (1);90.0;5.0;5.0;1;Brak/Odwolany;-;Odwolany;0.0
18:30;Djoliba vs Bougouni;Mali 1;1.22 (1);85.0;0.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
16:30;Etoile du Sahel vs Marsa;Tunisia 1;1.4 (1);85.0;15.0;0.0;1;Brak/Odwolany;-;Odwolany;0.0
17:00;Al-Wehdat vs Al-Jazeera;Jordan 1;1.22 (1);85.0;0.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
22:30;Guaynabo Gol vs PR Surf;Puerto Rico 1;1.1 (2);5.0;85.0;10.0;2;Brak/Odwolany;-;Odwolany;0.0
16:00;Needham Market vs Banbury United;England 7;1.42 (1);80.0;5.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Marek vs Belasitsa Petrich;Bulgaria 2;1.22 (1);80.0;5.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Avan Academy vs Ararat;Armenia 1;1.14 (1);80.0;10.0;10.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Atherstone Town vs Farnham Town;England 7;1.27 (2);15.0;75.0;10.0;2;Brak/Odwolany;-;Odwolany;0.0
23:00;Deportivo Pereira vs Atletico Nacional;Colombia 1;1.42 (2);5.0;75.0;20.0;2;Brak/Odwolany;-;Odwolany;0.0
20:30;Dolomiti Bellunesi vs Trento;Italy 3;1.65 (2);0.0;70.0;30.0;2;Brak/Odwolany;-;Odwolany;0.0
19:00;Benfica Lizbona vs Moreirense;Portugal 1;1.11 (1);70.0;5.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
17:15;Venezia vs Empoli;Italy 2;1.4 (1);70.0;10.0;20.0;1;Brak/Odwolany;-;Odwolany;0.0
16:30;Paradiso vs Lausanne II;Switzerland 3;1.8 (1);65.0;25.0;10.0;1;Brak/Odwolany;-;Odwolany;0.0
23:30;Trujillanos FC vs Deportivo La Guaira;Venezuela 1;1.7 (2);10.0;65.0;25.0;2;Brak/Odwolany;-;Odwolany;0.0
16:00;Stranraer vs Stirling Albion;Scotland 4;1.3 (1);60.0;0.0;40.0;1;Brak/Odwolany;-;Odwolany;0.0
16:15;Villarreal B vs UD Ibiza;Spain 3;2.15 (1);60.0;15.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Banik Ostrawa vs Viktoria Pilzno;Czech Republic 1;1.9 (2);35.0;55.0;10.0;2;Brak/Odwolany;-;Odwolany;0.0
22:45;Luqueno vs Sportivo Trinidense;Paraguay 1;2.3 (2);50.0;20.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
20:30;Longford Town vs Kerry;Ireland 2;2.2 (1);50.0;30.0;20.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Amora FC vs Lusitano Évora 1911;Portugal 3;2.4 (2);50.0;20.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
18:30;Antequera vs Eldense;Spain 3;2.2 (2);35.0;50.0;15.0;2;Brak/Odwolany;-;Odwolany;0.0
21:05;Toulouse vs AS Monaco;France 1;1.75 (2);20.0;45.0;35.0;2;Brak/Odwolany;-;Odwolany;0.0
16:00;Wigan Athletic vs AFC Wimbledon;England 3;2.15 (1);45.0;15.0;40.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;St. Ives Town FC vs Stratford Town;England 7;2.25 (2);20.0;45.0;35.0;2;Brak/Odwolany;-;Odwolany;0.0
18:00;Stade Poitevin vs La Roche;France 4;2.62 (2);45.0;40.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Kayserispor vs Rizespor;Turkey 1;3.0 (2);45.0;30.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Worcester vs Spalding United;England 7;2.55 (2);40.0;25.0;35.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Lincoln vs Wycombe Wanderers;England 3;1.8 (1);40.0;30.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Taunton Town vs Evesham United;England 7;2.2 (1);40.0;35.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
16:30;Jeunesse Sportive Omrane vs Slimene Sports;Tunisia 1;1.85 (1);25.0;35.0;40.0;X;Brak/Odwolany;-;Odwolany;0.0
16:00;Makedonija GjP vs Rabotnicki Skopje;F.Y.R.O.M. 1;2.3 (2);30.0;35.0;35.0;2;Brak/Odwolany;-;Odwolany;0.0
20:30;Ospitaletto vs Novara;Italy 3;2.62 (1);35.0;30.0;35.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Hyde United vs Gainsborough;England 7;2.6 (1);20.0;20.0;60.0;X;Brak/Odwolany;-;Odwolany;0.0
