Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;Pogradeci vs Kastrioti;Albania 2;1.05 (1);95.0;0.0;5.0;1;1;5:1;WYGRANA;5.0
16:00;AS Khroub vs IB Khémis El Khechna;Algeria 2;1.25 (1);95.0;0.0;5.0;1;X;1:1;PRZEGRANA;-100.0
17:00;Dynamo Kijów vs Karpaty Lwów;Ukraine 1;1.38 (1);85.0;10.0;5.0;1;2;0:1;PRZEGRANA;-100.0
15:00;Dinamo Zagrzeb vs Osijek;Croatia 1;1.16 (1);85.0;10.0;5.0;1;1;7:0;WYGRANA;15.999999999999986
13:30;Arda Kardzhali vs Montana;Bulgaria 1;1.42 (1);80.0;15.0;5.0;1;1;2:1;WYGRANA;42.0
15:00;Laci vs Burreli;Albania 2;1.2 (1);75.0;0.0;25.0;1;1;3:1;WYGRANA;20.0
09:30;Rydalmere vs Inter Lions FC;Australia 3;1.48 (1);75.0;10.0;15.0;1;X;1:1;PRZEGRANA;-100.0
21:30;FC Porto vs Famalicao;Portugal 1;1.4 (1);75.0;15.0;10.0;1;X;2:2;PRZEGRANA;-100.0
16:00;Botew Płowdiw vs Spartak Varna;Bulgaria 1;1.38 (1);70.0;20.0;10.0;1;1;5:0;WYGRANA;38.0
14:00;Osnabrueck vs FC Schweinfurt;Germany 3;1.3 (1);70.0;20.0;10.0;1;1;4:0;WYGRANA;30.0
16:00;Rangers vs Dundee United;Scotland 1;1.25 (1);70.0;15.0;15.0;1;1;4:2;WYGRANA;25.0
20:00;Al Hilal vs Al-Taawon;Saudi Arabia 1;1.2 (1);70.0;10.0;20.0;1;X;2:2;PRZEGRANA;-100.0
07:30;Northern Tigers vs Central Coast Mariners Youth;Australia 3;1.5 (1);70.0;0.0;30.0;1;2;1:2;PRZEGRANA;-100.0
