Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
20:00;Al Nassr FC vs Al-Ettifaq;Saudi Arabia 1;1.16 (1);100.0;0.0;0.0;1;1;1:0;WYGRANA;15.999999999999986
19:00;Altonaer FC 93 vs Oldenburg;Germany 4;1.25 (2);5.0;85.0;10.0;2;2;0:4;WYGRANA;25.0
18:00;Brno vs Viktoria Žižkov;Czech Republic 2;1.27 (1);85.0;5.0;10.0;1;1;1:0;WYGRANA;27.0
20:45;Luton Town vs Northampton Town;England 3;1.28 (1);75.0;10.0;15.0;1;1;2:1;WYGRANA;28.0
18:00;Al-Hussein SC vs Ramtha SC;Jordan 1;1.45 (1);75.0;20.0;5.0;1;1;3:0;WYGRANA;45.0
18:00;Basel II vs Schaffhausen;Switzerland 3;2.3 (2);15.0;75.0;10.0;2;1;2:1;PRZEGRANA;-100.0
20:30;Binga vs Derby AcadÃ©mie;Mali 1;5.0 (2);70.0;15.0;15.0;1;X;0:0;PRZEGRANA;-100.0
17:30;Milazzo vs Vigor Lamezia;Italy 4;1.72 (2);15.0;70.0;15.0;2;X;0:0;PRZEGRANA;-100.0
19:30;FC Zuerich II vs FC Kreuzlingen;Switzerland 3;1.65 (1);70.0;5.0;25.0;1;X;1:1;PRZEGRANA;-100.0
18:00;Schoeningen vs Blau-Weiss Lohne;Germany 4;2.15 (1);70.0;10.0;20.0;1;X;1:1;PRZEGRANA;-100.0
18:00;Ústí nad Labem vs MFK Chrudim;Czech Republic 2;1.57 (1);70.0;10.0;20.0;1;1;1:0;WYGRANA;57.0
18:30;Djoliba vs Onze Créateurs;Mali 1;1.33 (1);70.0;15.0;15.0;1;1;1:0;WYGRANA;33.0
19:30;Arda Kardzhali vs Łudogorec Razgrad;Bulgaria 1;1.53 (2);20.0;65.0;15.0;2;1;1:0;PRZEGRANA;-100.0
15:00;Reggina vs Enna;Italy 4;1.42 (1);65.0;10.0;25.0;1;1;2:1;WYGRANA;42.0
17:00;Hanácká vs SK Prostejov;Czech Republic 2;1.65 (1);65.0;15.0;20.0;1;X;0:0;PRZEGRANA;-100.0
20:00;Azam FC vs JKT Tanzania;Tanzania 1;1.45 (1);60.0;30.0;10.0;1;Brak/Odwolany;-;Odwolany;0.0
17:00;Sparta Prague B vs SK Lisen;Czech Republic 2;1.48 (2);15.0;60.0;25.0;2;2;1:3;WYGRANA;48.0
17:00;NKP Podhale vs SokÃ³Å‚ Kleczew;Poland 3;1.48 (1);60.0;30.0;10.0;1;1;4:0;WYGRANA;48.0
23:00;Cacahuatique vs HÃ©rcules;El Salvador 1;1.5 (1);55.0;5.0;40.0;1;2;1:2;PRZEGRANA;-100.0
18:00;FK MAS Taborsko vs Budejovice;Czech Republic 2;5.5 (2);55.0;20.0;25.0;1;1;1:0;WYGRANA;0.0
20:45;Stourbridge vs Needham Market;England 7;3.8 (1);30.0;55.0;15.0;2;2;0:1;WYGRANA;0.0
23:30;Fuerte San Francisco vs CD Platense Municipal;El Salvador 1;2.6 (2);20.0;55.0;25.0;2;X;1:1;PRZEGRANA;-100.0
17:00;Metalist 1925 vs Veres Rivne;Ukraine 1;4.75 (2);55.0;20.0;25.0;1;1;4:0;WYGRANA;0.0
