Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:30;Orlando Pirates vs Lamontville Golden Arrows;South Africa 1;1.16 (1);90.0;0.0;10.0;1;1;5:0;WYGRANA;15.999999999999986
03:30;Real Espana vs Juticalpa;Honduras 1;1.18 (1);85.0;10.0;5.0;1;X;1:1;PRZEGRANA;-100.0
11:00;Melbourne City FC vs Central Coast Mariners;Australia 1;8.5 (2);85.0;5.0;10.0;1;1;2:1;WYGRANA;0.0
19:30;FC Stade Lausanne-Ouchy vs FC Rapperswil-Jona;Switzerland 2;1.5 (1);80.0;15.0;5.0;1;2;1:2;PRZEGRANA;-100.0
19:00;Aarau vs Etoile Carouge;Switzerland 2;1.5 (1);75.0;0.0;25.0;1;2;1:3;PRZEGRANA;-100.0
19:30;FC Vaduz vs Bellinzona;Switzerland 2;1.33 (1);75.0;5.0;20.0;1;1;3:2;WYGRANA;33.0
20:45;Y Rhyl 1879 vs Gresford Athletic;Wales 2;1.8 (1);70.0;5.0;25.0;1;1;1:0;WYGRANA;80.0
19:30;Durban City vs Mamelodi Sundowns FC;South Africa 1;1.55 (2);10.0;65.0;25.0;2;2;0:1;WYGRANA;55.0
19:00;FC Schweinfurt vs RW Essen;Germany 3;1.48 (2);15.0;60.0;25.0;2;2;1:3;WYGRANA;48.0
16:00;Manisa BBSK vs Pendikspor;Turkey 2;1.83 (2);20.0;60.0;20.0;2;1;2:0;PRZEGRANA;-100.0
20:45;Ayr United vs Dunfermline Athletic;Scotland 2;2.15 (1);60.0;10.0;30.0;1;2;0:3;PRZEGRANA;-100.0
19:00;Arka Gdynia vs Zagłębie Lubin;Poland 1;2.25 (1);55.0;25.0;20.0;1;1;3:1;WYGRANA;125.0
21:00;Bromley vs Shrewsbury Town;England 4;1.66 (1);55.0;15.0;30.0;1;1;2:1;WYGRANA;66.0
21:00;Wrexham vs Southampton;England 2;2.62 (2);50.0;10.0;40.0;1;2;1:5;PRZEGRANA;-100.0
19:30;Wil vs Neuchâtel Xamax;Switzerland 2;2.3 (1);40.0;50.0;10.0;2;1;5:2;PRZEGRANA;-100.0
18:00;NK Istra 1961 vs Hajduk Split;Croatia 1;1.66 (2);15.0;50.0;35.0;2;2;1:3;WYGRANA;66.0
03:00;Guastatoya vs Deportivo Achuapa;Guatemala 1;1.55 (1);50.0;25.0;25.0;1;1;3:1;WYGRANA;55.0
19:00;Duisburg vs Osnabrueck;Germany 3;2.5 (2);20.0;45.0;35.0;2;1;1:0;PRZEGRANA;-100.0
23:00;Rionegro Aguilas vs Bucaramanga;Colombia 1;2.45 (1);45.0;20.0;35.0;1;Brak/Odwolany;-;Odwolany;0.0
03:00;Pitbulls vs CS Uruguay;Costa Rica 2;2.1 (1);45.0;40.0;15.0;1;1;3:1;WYGRANA;110.0
18:00;Miedź Legnica vs Polonia Bytom;Poland 2;1.9 (1);45.0;10.0;45.0;1;X;1:1;PRZEGRANA;-100.0
04:00;AD Municipal Liberia vs Deportiva San Carlos;Costa Rica 1;1.8 (1);45.0;15.0;40.0;1;1;5:1;WYGRANA;80.0
02:15;Instituto vs Defensa y Justicia;Argentina 1;4.1 (2);45.0;10.0;45.0;1;1;2:0;WYGRANA;0.0
22:00;Universitario Popayan vs Independiente Yumbo;Colombia 2;2.5 (1);45.0;35.0;20.0;1;Brak/Odwolany;-;Odwolany;0.0
16:30;Dubrava Zagreb vs Bjelo Brdo;Croatia 2;2.5 (1);40.0;30.0;30.0;1;2;1:2;PRZEGRANA;-100.0
19:00;Jahn Regensburg vs Erzgebirge Aue;Germany 3;2.05 (1);40.0;20.0;40.0;1;1;1:0;WYGRANA;104.99999999999997
19:30;Richards Bay vs Vasco da Gama;South Africa 1;2.6 (2);30.0;40.0;30.0;2;1;2:1;PRZEGRANA;-100.0
20:45;Port Vale vs Rotherham United;England 3;2.4 (1);40.0;30.0;30.0;1;1;1:0;WYGRANA;140.0
19:00;Energie Cottbus vs TSV 1860 Monachium;Germany 3;1.83 (1);40.0;30.0;30.0;1;1;3:0;WYGRANA;83.0
jutro 01:00;Tapatio vs Tlaxcala F.C.;Mexico 2;1.95 (1);35.0;40.0;25.0;2;Brak/Odwolany;-;Odwolany;0.0
19:00;FSV Luckenwalde vs Hallescher FC;Germany 4;3.0 (1);40.0;25.0;35.0;1;2;1:4;PRZEGRANA;-100.0
19:00;Vizela vs Benfica B;Portugal 2;2.0 (1);40.0;30.0;30.0;1;2;1:2;PRZEGRANA;-100.0
19:00;Hertha Zehlendorf vs BSG Chemie Leipzig;Germany 4;2.15 (2);35.0;40.0;25.0;2;2;0:5;WYGRANA;115.0
19:00;Waldhof Mannheim vs Hoffenheim II;Germany 3;2.05 (1);30.0;35.0;35.0;2;X;1:1;PRZEGRANA;-100.0
13:30;Bandırmaspor vs SarÄ±yer;Turkey 2;2.0 (1);25.0;35.0;40.0;X;X;0:0;WYGRANA;0.0
19:30;Chippa United vs Siwelele;South Africa 1;2.75 (2);35.0;35.0;30.0;1;1;1:0;WYGRANA;0.0
20:45;Montrose vs Cove Rangers;Scotland 3;2.4 (1);30.0;30.0;40.0;X;2;2:3;PRZEGRANA;-100.0
19:30;Magesi FC vs Milano United FC;South Africa 1;2.25 (1);30.0;25.0;45.0;X;1;3:0;PRZEGRANA;-100.0
