Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:00;Nk Brinje Grosuplje vs Gorica;Slovenia 2;1.3 (1);90.0;0.0;10.0;1;1;1:0;WYGRANA;30.0
19:30;SV Horn vs Favoritner AC;Austria 3;1.55 (1);90.0;0.0;10.0;1;2;1:2;PRZEGRANA;-100.0
19:00;Besiktas Stambuł vs Antalyaspor;Turkey 1;1.33 (1);85.0;0.0;15.0;1;1;4:2;WYGRANA;33.0
16:00;MO BÃ©jaÃ¯a vs US Chaouia;Algeria 2;1.44 (1);80.0;5.0;15.0;1;1;1:0;WYGRANA;44.0
12:00;SC Poltava vs Polissya Zhytomyr;Ukraine 1;1.09 (2);5.0;80.0;15.0;2;2;0:4;WYGRANA;9.000000000000014
17:00;ND Beltinci vs Krsko Posavje;Slovenia 2;1.2 (1);80.0;5.0;15.0;1;X;1:1;PRZEGRANA;-100.0
16:00;JS Jijel vs JS Bordj Ménaïel;Algeria 2;1.28 (1);80.0;5.0;15.0;1;2;0:1;PRZEGRANA;-100.0
19:30;Le Puy vs Aubagne;France 3;1.65 (1);75.0;10.0;15.0;1;2;1:2;PRZEGRANA;-100.0
20:00;FC Twente vs FC Volendam;Eredivisie;1.2 (1);75.0;5.0;20.0;1;1;2:1;WYGRANA;20.0
20:30;Rudar Prijedor vs Borac Banja Luka;Bosnia-Herzegovina 1;1.3 (2);15.0;75.0;10.0;2;2;0:2;WYGRANA;30.0
16:00;MO Constantine vs Nrb Beni Oulbene;Algeria 2;1.33 (1);75.0;10.0;15.0;1;X;0:0;PRZEGRANA;-100.0
19:00;TSV Lehnerz vs Bayern Alzenau;Germany 4;1.65 (1);75.0;5.0;20.0;1;1;3:1;WYGRANA;65.0
20:45;Bohemian FC vs Sligo Rovers;Ireland 1;1.33 (1);75.0;5.0;20.0;1;2;1:2;PRZEGRANA;-100.0
20:45;Treaty United vs Cork City;Ireland 2;1.38 (2);20.0;70.0;10.0;2;Brak/Odwolany;-;Odwolany;0.0
21:45;Famalicao vs Moreirense;Portugal 1;1.48 (1);70.0;10.0;20.0;1;X;1:1;PRZEGRANA;-100.0
13:30;Van vs FC Banants;Armenia 1;1.53 (2);15.0;70.0;15.0;2;2;1:2;WYGRANA;53.0
19:00;Sonnenhof Großaspach vs TSV Schott Mainz;Germany 4;1.22 (1);70.0;5.0;25.0;1;1;2:1;WYGRANA;22.0
20:45;Hearts B vs Albion Rovers;Scotland 5;1.9 (2);15.0;70.0;15.0;2;1;3:0;PRZEGRANA;-100.0
20:00;RKC Waalwijk vs FC Emmen;Netherlands 2;1.66 (1);65.0;15.0;20.0;1;1;5:0;WYGRANA;66.0
19:30;SC Team Wiener Linien vs Union Mauer;Austria 3;1.53 (2);20.0;65.0;15.0;2;Brak/Odwolany;-;Odwolany;0.0
20:00;Birmingham City U21 vs Ipswich Town U21;England Reserve 1;1.72 (2);10.0;65.0;25.0;2;2;0:3;WYGRANA;72.0
14:30;CSKA 1948 vs Botev Vratsa;Bulgaria 1;1.65 (1);65.0;20.0;15.0;1;1;1:0;WYGRANA;65.0
19:30;Bochum II vs Wuppertal;Germany 4;1.75 (1);65.0;5.0;30.0;1;1;4:1;WYGRANA;75.0
20:45;AS Roma vs Pisa;European Championship U-21 1;1.33 (1);65.0;20.0;15.0;1;1;3:0;WYGRANA;33.0
15:00;Kelantan United vs Kuala Lumpur FA;Malaysia 1;1.33 (2);15.0;65.0;20.0;2;2;0:2;WYGRANA;33.0
20:00;Fulham Academy vs Chelsea Academy;England Reserve 1;1.8 (2);15.0;65.0;20.0;2;1;2:1;PRZEGRANA;-100.0
