Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
20:00;Le Mans vs Clermont Foot;France 2;1.65 (1);85.0;10.0;5.0;1;1;1:0;WYGRANA;65.0
17:00;Dukla Bańska Bystrzyca vs Stara Lubovna;Slovakia 2;1.25 (1);85.0;5.0;10.0;1;1;3:0;WYGRANA;25.0
20:45;Inter Mediolan vs Cagliari;European Championship U-21 1;1.25 (1);80.0;0.0;20.0;1;1;3:0;WYGRANA;25.0
19:00;Fenerbahce vs Rizespor;Turkey 1;1.38 (1);75.0;5.0;20.0;1;X;2:2;PRZEGRANA;-100.0
14:00;Persebaya Surabaya vs Madura United;Indonesia 1;1.61 (1);75.0;5.0;20.0;1;2;1:2;PRZEGRANA;-100.0
20:00;Kortrijk vs RWDM Brussels FC;Belgium 2;1.5 (1);75.0;5.0;20.0;1;1;3:1;WYGRANA;50.0
17:00;Al-Salt vs Al-Faisaly;Jordan 1;1.48 (2);10.0;75.0;15.0;2;2;0:1;WYGRANA;48.0
19:00;Celta Vigo B vs Cacereno;Spain 3;1.65 (1);75.0;15.0;10.0;1;1;3:0;WYGRANA;65.0
jutro 01:30;Union vs Newells Old Boys;Argentina 1;1.55 (1);75.0;10.0;15.0;1;Brak/Odwolany;-;Odwolany;0.0
20:00;Vitesse vs MVV Maastricht;Netherlands 2;1.36 (1);75.0;5.0;20.0;1;X;0:0;PRZEGRANA;-100.0
19:30;SC Imst vs Pinzgau Saalfelden;Austria 3;1.44 (1);75.0;0.0;25.0;1;1;5:0;WYGRANA;44.0
22:00;Santa Rosa de Andahuaylas vs Atletico Grau;Peru 1;1.61 (1);70.0;15.0;15.0;1;1;2:0;WYGRANA;61.0
15:00;Free State Stars vs Black Leopards;South Africa 2;1.57 (1);70.0;15.0;15.0;1;2;0:2;PRZEGRANA;-100.0
20:30;Legia Warszawa vs Zagłębie Lubin;Poland 1;1.65 (1);70.0;25.0;5.0;1;1;1:0;WYGRANA;65.0
13:00;Metalist Charków vs Bukovyna Chernivtsi;Ukraine 2;1.42 (2);10.0;70.0;20.0;2;2;1:2;WYGRANA;42.0
10:30;Bhayangkara Surabaya United vs PSIM Yogyakarta;Indonesia 1;1.75 (1);65.0;10.0;25.0;1;1;2:1;WYGRANA;75.0
22:00;Sportivo Trinidense vs Sportivo San Lorenzo;Paraguay 1;1.7 (1);65.0;15.0;20.0;1;1;2:1;WYGRANA;70.0
14:00;Hapoel Ramat Gan vs Hapoel Hadera Eran;Israel 2;1.72 (1);65.0;15.0;20.0;1;1;3:1;WYGRANA;72.0
12:15;Blacktown Spartans vs Prospect United;Australia 3;1.4 (1);65.0;10.0;25.0;1;1;4:0;WYGRANA;40.0
18:45;JS Saoura vs USM Khenchela;Algeria 1;1.25 (1);65.0;5.0;30.0;1;1;3:0;WYGRANA;25.0
19:00;La Roche vs Angouleme;France 4;1.5 (1);65.0;25.0;10.0;1;X;1:1;PRZEGRANA;-100.0
18:00;Hegelmann Litauen vs Traku FK;Lithuania 1;1.53 (1);65.0;10.0;25.0;1;X;0:0;PRZEGRANA;-100.0
18:30;Al Najaf vs Newroz;Iraq 1;1.75 (2);10.0;65.0;25.0;2;1;2:1;PRZEGRANA;-100.0
19:00;Bayern Munich II vs Ansbach;Germany 4;1.55 (1);65.0;10.0;25.0;1;2;1:2;PRZEGRANA;-100.0
19:00;Deutschlandsberger SC vs Wohnbau Dietach;Austria 3;1.55 (1);65.0;15.0;20.0;1;1;4:1;WYGRANA;55.0
20:00;KFCO Beerschot-Wilrijk vs Lommel;Belgium 2;1.83 (1);65.0;15.0;20.0;1;1;2:1;WYGRANA;83.0
19:00;Gloggnitz vs Oberwart;Austria 3;1.72 (1);60.0;25.0;15.0;1;2;0:4;PRZEGRANA;-100.0
15:00;GFK Tikves Kavadarci vs Shkendija Tetowo;F.Y.R.O.M. 1;1.55 (2);25.0;60.0;15.0;2;2;1:4;WYGRANA;55.0
11:45;Dandenong City vs Green Gully Cavaliers;Australia 2;1.95 (1);60.0;20.0;20.0;1;1;2:1;WYGRANA;95.0
16:00;Lyngby U19 vs FC Koebenhavn U19;Denmark Youth 1;1.7 (2);25.0;60.0;15.0;2;2;0:2;WYGRANA;70.0
19:30;FC Koeln II vs Fortuna Koeln;Germany 4;1.57 (2);15.0;60.0;25.0;2;1;3:0;PRZEGRANA;-100.0
18:45;MC El Bayadh vs Paradou AC;Algeria 1;1.75 (1);60.0;15.0;25.0;1;2;0:1;PRZEGRANA;-100.0
19:30;Aubagne vs Orleans;France 3;1.95 (2);15.0;60.0;25.0;2;2;0:2;WYGRANA;95.0
20:00;Rodez vs Amiens;France 2;1.61 (1);55.0;25.0;20.0;1;1;3:2;WYGRANA;61.0
18:00;FC Zlate Moravce vs FC STK 1914 Samorin;Slovakia 2;1.61 (1);55.0;5.0;40.0;1;2;1:2;PRZEGRANA;-100.0
16:00;Belasitsa Petrich vs Etar;Bulgaria 2;1.66 (2);0.0;55.0;45.0;2;2;2:4;WYGRANA;66.0
15:00;Araz vs Turan Tovuz;Azerbaijan 1;1.95 (2);15.0;55.0;30.0;2;2;0:3;WYGRANA;95.0
18:00;Sandecja Nowy Sącz vs KKS 1925 Kalisz;Poland 3;1.42 (1);55.0;15.0;30.0;1;X;1:1;PRZEGRANA;-100.0
18:00;Floridsdorfer AC vs Amstetten;Austria 2;2.9 (2);55.0;20.0;25.0;1;1;5:0;WYGRANA;0.0
20:00;Anderlecht U23 vs Olympic Charleroi;Belgium 2;1.85 (1);50.0;15.0;35.0;1;1;5:0;WYGRANA;85.0
15:30;HNK Gorica vs NK Lokomotiva Zagrzeb;Croatia 1;2.15 (1);30.0;50.0;20.0;2;2;0:2;WYGRANA;0.0
14:00;Hapoel Kfar Shalem vs Maccabi Kabilio Jaffa;Israel 2;2.0 (1);50.0;35.0;15.0;1;2;1:4;PRZEGRANA;-100.0
14:00;Horriya vs Umayya;Syria 1;3.6 (2);50.0;25.0;25.0;1;X;1:1;PRZEGRANA;-100.0
19:00;Velden vs Ried (A);Austria 3;1.95 (1);50.0;15.0;35.0;1;1;3:2;WYGRANA;95.0
19:45;Viseu vs Feirense;Portugal 2;1.72 (1);50.0;25.0;25.0;1;1;3:0;WYGRANA;72.0
20:00;Stoke City U21 vs Aston Villa U21;England Reserve 1;1.95 (2);30.0;50.0;20.0;2;2;0:1;WYGRANA;95.0
18:30;Sassuolo vs Como;European Championship U-21 1;1.5 (2);25.0;50.0;25.0;2;1;2:1;PRZEGRANA;-100.0
17:45;Slaven vs Hajduk Split;Croatia 1;1.66 (2);25.0;50.0;25.0;2;X;2:2;PRZEGRANA;-100.0
20:45;RC Lens vs Toulouse;France 1;1.48 (1);50.0;10.0;40.0;1;1;3:2;WYGRANA;48.0
16:00;Al Mosul vs Baghdad FC;Iraq 1;1.85 (1);50.0;25.0;25.0;1;X;1:1;PRZEGRANA;-100.0
19:30;Aviron Bayonnais vs Les Herbiers;France 4;1.9 (1);50.0;30.0;20.0;1;1;2:1;WYGRANA;90.0
20:45;Dundalk vs Galway United FC;Ireland 1;1.9 (1);45.0;25.0;30.0;1;1;2:1;WYGRANA;90.0
19:10;Favoritner AC vs SC Team Wiener Linien;Austria 3;1.4 (1);45.0;20.0;35.0;1;1;1:0;WYGRANA;40.0
19:30;Quevilly vs Le Puy;France 3;2.2 (2);45.0;40.0;15.0;1;X;0:0;PRZEGRANA;-100.0
19:30;Concarneau vs Rouen;France 3;2.2 (2);30.0;45.0;25.0;2;X;0:0;PRZEGRANA;-100.0
16:25;Bahrain SC vs Al Ahli;Bahrain 1;1.5 (2);5.0;45.0;50.0;X;2;1:2;PRZEGRANA;-100.0
19:30;Chauray vs St. Malo;France 4;2.1 (2);45.0;35.0;20.0;1;2;0:1;PRZEGRANA;-100.0
17:30;Zira vs FK Neftczi;Azerbaijan 1;2.4 (2);45.0;40.0;15.0;1;X;1:1;PRZEGRANA;-100.0
15:00;Marines vs AS Kigali;Rwanda 1;1.9 (1);35.0;40.0;25.0;2;2;0:1;WYGRANA;0.0
19:00;Jahn Regensburg vs Alemannia Aachen;Germany 3;2.3 (2);40.0;40.0;20.0;1;2;1:3;PRZEGRANA;-100.0
