Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
15:00;ASM Oran vs Tlemcen;Algeria 2;1.5 (1);80.0;10.0;10.0;1;1;1:0;WYGRANA;50.0
15:00;JS Jijel vs Teleghma;Algeria 2;1.42 (1);80.0;5.0;15.0;1;1;4:1;WYGRANA;42.0
19:00;AB vs FC Roskilde;Denmark 3;1.57 (1);80.0;5.0;15.0;1;1;2:0;WYGRANA;57.0
15:00;US Biskra vs AS Khroub;Algeria 2;1.22 (1);80.0;10.0;10.0;1;1;1:0;WYGRANA;22.0
19:30;Fleury Merogis U.S vs Bourg en Bresse Peronnas;France 3;1.72 (1);75.0;10.0;15.0;1;1;3:0;WYGRANA;72.0
18:00;ND Triglav vs Rudar Velenje;Slovenia 2;1.3 (1);75.0;5.0;20.0;1;1;2:0;WYGRANA;30.0
19:00;Nk Brinje Grosuplje vs NK Krka;Slovenia 2;1.33 (1);75.0;10.0;15.0;1;X;0:0;PRZEGRANA;-100.0
15:00;Temouchent vs BÃ©char Djedid;Algeria 2;1.3 (1);75.0;10.0;15.0;1;1;3:0;WYGRANA;30.0
19:00;NK Bistrica vs Jesenice;Slovenia 2;1.4 (1);70.0;10.0;20.0;1;Brak/Odwolany;-;Odwolany;0.0
19:30;Orleans vs Villefranche Beaujolais;France 3;1.53 (1);70.0;10.0;20.0;1;X;0:0;PRZEGRANA;-100.0
19:30;Sochaux vs Quevilly;France 3;1.5 (1);70.0;10.0;20.0;1;1;2:0;WYGRANA;50.0
18:30;Olimpia Grudziądz vs ŁKS Łódź II;Poland 3;1.42 (1);65.0;20.0;15.0;1;1;2:0;WYGRANA;42.0
20:45;Inverness CT vs Queen of South;Scotland 3;1.48 (1);65.0;5.0;30.0;1;X;1:1;PRZEGRANA;-100.0
19:00;Cordoba vs Mirandes;Spain 2;5.0 (2);65.0;15.0;20.0;1;X;2:2;PRZEGRANA;-100.0
15:00;Kouba vs KolÃ©a;Algeria 2;1.4 (1);65.0;5.0;30.0;1;1;2:1;WYGRANA;40.0
19:00;Treibach vs Kalsdorf;Austria 3;1.83 (2);10.0;65.0;25.0;2;1;2:1;PRZEGRANA;-100.0
15:00;MSP Batna vs Nrb Beni Oulbene;Algeria 2;1.3 (1);65.0;15.0;20.0;1;1;1:0;WYGRANA;30.0
21:00;Universitario Popayan vs Real Cartagena;Colombia 2;1.8 (2);10.0;60.0;30.0;2;X;1:1;PRZEGRANA;-100.0
19:00;Les Herbiers vs Lorient B;France 4;1.8 (1);60.0;30.0;10.0;1;1;1:0;WYGRANA;80.0
20:00;Rouen vs Caen;France 3;1.72 (1);60.0;15.0;25.0;1;X;1:1;PRZEGRANA;-100.0
15:00;Stepojevac Vaga vs Tekstilac Odzaci;Serbia 2;1.4 (2);5.0;60.0;35.0;2;2;0:2;WYGRANA;40.0
19:30;Wiener SK vs SC Wiener Viktoria;Austria 3;2.0 (1);55.0;15.0;30.0;1;1;1:0;WYGRANA;100.0
15:00;MO BÃ©jaÃ¯a vs CA Batna;Algeria 2;1.66 (1);55.0;10.0;35.0;1;X;0:0;PRZEGRANA;-100.0
13:30;Naft Misan vs Erbil;Iraq 1;1.85 (2);10.0;55.0;35.0;2;X;0:0;PRZEGRANA;-100.0
15:00;CR BÃ©ni Thour vs JS Bordj Ménaïel;Algeria 2;2.2 (1);55.0;20.0;25.0;1;1;1:0;WYGRANA;120.00000000000003
19:30;Oberwart vs Donau;Austria 3;1.8 (1);55.0;20.0;25.0;1;X;2:2;PRZEGRANA;-100.0
13:30;Diala vs Al Najaf;Iraq 1;1.83 (1);50.0;20.0;30.0;1;2;1:2;PRZEGRANA;-100.0
20:45;Partick Thistle vs Ross County;Scotland 2;1.72 (1);50.0;20.0;30.0;1;1;3:1;WYGRANA;72.0
19:00;Barakaldo vs Real Madrid Castilla;Spain 3;1.9 (1);50.0;20.0;30.0;1;1;2:1;WYGRANA;90.0
19:30;Dijon vs Versailles;France 3;1.66 (1);50.0;35.0;15.0;1;1;3:1;WYGRANA;66.0
22:30;Nacional vs Luqueno;Paraguay 1;1.9 (1);50.0;15.0;35.0;1;1;3:2;WYGRANA;90.0
19:00;Thisted vs Skive;Denmark 3;3.0 (2);50.0;30.0;20.0;1;1;1:0;WYGRANA;0.0
19:00;Babelsberg vs BSG Chemie Leipzig;Germany 4;3.4 (2);35.0;45.0;20.0;2;1;5:0;PRZEGRANA;-100.0
20:45;Raith Rovers vs Ayr United;Scotland 2;2.75 (2);45.0;20.0;35.0;1;1;3:0;WYGRANA;0.0
13:00;Hapoel Afula vs Bnei Yehuda Tel Awiw;Israel 2;1.83 (2);25.0;45.0;30.0;2;2;0:1;WYGRANA;83.0
19:30;St. Malo vs Angouleme;France 4;1.85 (1);45.0;5.0;50.0;X;X;1:1;WYGRANA;0.0
19:30;Valenciennes vs Aubagne;France 3;1.75 (1);45.0;45.0;10.0;1;X;0:0;PRZEGRANA;-100.0
17:30;Lamboi vs Old Edwardians;Sierra Leone 1;2.25 (2);30.0;45.0;25.0;2;2;1:2;WYGRANA;125.0
19:00;HIK vs Fremad Amager;Denmark 3;2.5 (2);45.0;35.0;20.0;1;2;0:3;PRZEGRANA;-100.0
19:00;FC Helsingoer vs Vendsyssel FF;Denmark 3;1.9 (2);40.0;45.0;15.0;2;2;0:3;WYGRANA;90.0
