Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
17:30;Young Africans vs Mbeya City;Tanzania 1;1.09 (1);100.0;0.0;0.0;1;1;6:0;WYGRANA;9.000000000000014
18:30;Stade Malien Bamako vs US Bougouba;Mali 1;1.45 (1);75.0;15.0;10.0;1;1;1:0;WYGRANA;45.0
15:55;Dhofar vs Al Rustaq;Oman 1;1.83 (1);65.0;15.0;20.0;1;2;0:1;PRZEGRANA;-100.0
20:30;Dock Sud vs Deportivo Merlo;Argentina 3;2.75 (2);35.0;65.0;0.0;2;X;1:1;PRZEGRANA;-100.0
23:00;H&H Export vs Diriangén;Nicaragua 1;1.7 (2);10.0;65.0;25.0;2;2;0:2;WYGRANA;70.0
jutro 00:00;Jalapa vs Real Madriz;Nicaragua 1;1.61 (1);60.0;5.0;35.0;1;Brak/Odwolany;-;Odwolany;0.0
16:00;Chernomorets 1919 Burgas vs Ludogorets Razgrad II;Bulgaria 2;1.53 (1);60.0;20.0;20.0;1;X;0:0;PRZEGRANA;-100.0
20:45;Hanwell Town vs Farnham Town;England 7;1.72 (2);15.0;60.0;25.0;2;X;1:1;PRZEGRANA;-100.0
18:00;Al-Hidd vs Muharraq;Bahrain 1;1.53 (2);20.0;55.0;25.0;2;2;0:1;WYGRANA;53.0
18:30;FC Mali Coura vs ASKO;Mali 1;2.15 (2);20.0;55.0;25.0;2;1;2:1;PRZEGRANA;-100.0
16:00;Vihren vs Sportist Svoge;Bulgaria 2;2.15 (1);55.0;25.0;20.0;1;1;4:1;WYGRANA;115.0
18:00;Al-Najma vs Budaiya;Bahrain 1;1.9 (1);55.0;20.0;25.0;1;2;1:2;PRZEGRANA;-100.0
18:30;Montana vs Slavia Sofia;Bulgaria 1;1.95 (2);25.0;50.0;25.0;2;X;0:0;PRZEGRANA;-100.0
18:20;Oman FC vs Al-Nasr Salalah;Oman 1;2.55 (2);50.0;35.0;15.0;1;X;0:0;PRZEGRANA;-100.0
16:00;Septemvri Sofia vs Spartak Varna;Bulgaria 1;2.0 (1);50.0;15.0;35.0;1;X;0:0;PRZEGRANA;-100.0
20:45;Peterborough United vs Port Vale;England 3;1.61 (1);50.0;25.0;25.0;1;2;1:3;PRZEGRANA;-100.0
16:00;Spartak Pleven vs Fratria;Bulgaria 2;1.95 (2);30.0;50.0;20.0;2;X;1:1;PRZEGRANA;-100.0
15:00;Mashujaa vs Singida Black Stars;Tanzania 1;3.4 (1);10.0;50.0;40.0;2;X;1:1;PRZEGRANA;-100.0
jutro 01:00;Mictlán vs Mixco;Guatemala 1;2.05 (1);45.0;25.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
19:00;CS Constantine vs MC Alger;Algeria 1;2.9 (2);45.0;25.0;30.0;1;1;2:0;WYGRANA;0.0
20:30;Bakaridjan vs Diarra;Mali 1;2.5 (2);25.0;45.0;30.0;2;2;1:2;WYGRANA;150.0
17:00;Al-Jazeera vs Al Buqaa;Jordan 1;2.35 (1);40.0;25.0;35.0;1;2;1:2;PRZEGRANA;-100.0
17:00;Aluminij vs Mura;Slovenia 1;2.5 (1);30.0;35.0;35.0;2;1;2:1;PRZEGRANA;-100.0
20:30;Comunicaciones vs CASD Camioneros;Argentina 3;3.3 (2);35.0;20.0;45.0;X;2;1:2;PRZEGRANA;-100.0
21:00;Bromley vs Cambridge United;England 4;2.4 (2);30.0;25.0;45.0;X;X;0:0;WYGRANA;0.0
17:00;Pirin Blagoevgrad vs Hebar;Bulgaria 2;2.9 (2);25.0;20.0;55.0;X;X;2:2;WYGRANA;0.0
