Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
13:30;Geylang International FC vs Home United FC;Singapore 1;1.2 (2);3.6;85.9;10.5;2;✅ OBA ZGODNE (2);4.0;4.0;92.0;3.3;14.8;81.9;2;0:3;WYGRANA;20.0
16:00;Levadia Maardu vs Trans Narva;Estonia 1;1.2 (1);81.5;7.7;10.9;1;✅ OBA ZGODNE (1);88.0;4.0;8.0;77.1;15.4;7.4;1;7:0;WYGRANA;20.0
17:30;NK Celje vs Aluminij;Slovenia 1;1.25 (1);81.0;8.4;10.5;1;✅ OBA ZGODNE (1);88.0;4.0;8.0;76.4;14.9;8.7;1;5:0;WYGRANA;25.0
16:30;Club Africain vs Kairouan;Tunisia 1;1.18 (1);80.1;6.6;13.3;1;✅ OBA ZGODNE (1);88.0;8.0;4.0;74.8;16.9;8.4;1;2:0;WYGRANA;18.0
21:00;RSB Berkane vs Olympique Dcheira;Morocco 1;1.25 (1);79.2;11.0;9.8;1;✅ OBA ZGODNE (1);88.0;0.0;12.0;73.4;16.3;10.3;1;2:1;WYGRANA;25.0
17:30;Borac Banja Luka vs Sloga Doboj;Bosnia-Herzegovina 1;1.18 (1);79.2;5.0;15.8;1;✅ OBA ZGODNE (1);88.0;12.0;0.0;73.3;18.4;8.3;1;3:1;WYGRANA;18.0
13:30;Nomme JK Kalju vs Parnu JK Vaprus;Estonia 1;1.25 (1);76.5;6.1;17.4;1;✅ OBA ZGODNE (1);84.0;16.0;0.0;71.5;18.4;10.1;2;1:2;PRZEGRANA;-100.0
16:00;Blau-Weiss Lohne vs Meppen;Germany 4;1.25 (2);10.3;76.3;13.4;2;✅ OBA ZGODNE (2);8.0;8.0;84.0;11.8;17.0;71.2;2;0:4;WYGRANA;25.0
17:00;Kudrivka vs Szachtar Donieck;Ukraine 1;1.14 (2);3.2;76.0;20.9;2;✅ OBA ZGODNE (2);4.0;20.0;76.0;2.6;21.4;76.0;2;1:3;WYGRANA;13.999999999999986
18:00;Nk Brinje Grosuplje vs Jesenice;Slovenia 2;1.18 (1);74.9;7.1;18.0;1;✅ OBA ZGODNE (1);80.0;12.0;8.0;71.6;22.0;6.5;1;8:1;WYGRANA;18.0
15:00;SV Drochtersen/Assel vs Altonaer FC 93;Germany 4;1.2 (1);74.6;11.8;13.6;1;✅ OBA ZGODNE (1);76.0;8.0;16.0;73.7;17.3;9.0;1;3:1;WYGRANA;20.0
15:00;Juvenes/Dogana vs S.S. Murata;San Marino 1;1.2 (1);74.4;8.1;17.5;1;✅ OBA ZGODNE (1);76.0;16.0;8.0;73.4;18.4;8.2;1;5:2;WYGRANA;20.0
14:00;Sutjeska vs Jezero;Montenegro 1;1.4 (1);72.6;9.1;18.2;1;✅ OBA ZGODNE (1);80.0;16.0;4.0;67.7;19.7;12.5;X;1:1;PRZEGRANA;-100.0
10:30;APIA Leichhardt U20 vs St. George Saints U20;Australia 3;1.28 (1);72.5;11.4;16.1;1;✅ OBA ZGODNE (1);80.0;12.0;8.0;67.5;18.8;13.7;1;3:2;WYGRANA;28.0
16:00;Una Strassen vs Jeunesse Canach;Luxembourg 1;1.33 (1);72.1;8.9;19.0;1;✅ OBA ZGODNE (1);76.0;16.0;8.0;69.5;21.0;9.5;1;2:0;WYGRANA;33.0
17:15;Rennes vs Nantes;France 1;1.48 (1);71.7;12.8;15.5;1;✅ OBA ZGODNE (1);80.0;8.0;12.0;66.2;20.4;13.4;1;2:1;WYGRANA;48.0
jutro 01:30;Fluminense vs Chapecoense AF;Brazil 1;1.3 (1);71.5;11.6;16.9;1;✅ OBA ZGODNE (1);68.0;16.0;16.0;73.9;17.5;8.7;Brak/Odwolany;-;Odwolany;0.0
19:00;Sintra Football vs FC Porto;Portugal 1;1.33 (2);13.6;68.5;17.9;2;✅ OBA ZGODNE (2);12.0;12.0;76.0;14.7;21.9;63.5;2;1:2;WYGRANA;33.0
18:25;Al Rustaq vs Al-Seeb;Oman 1;1.3 (2);17.4;68.3;14.3;2;✅ OBA ZGODNE (2);24.0;8.0;68.0;13.0;18.6;68.4;2;2:4;WYGRANA;30.0
17:15;Le Havre vs Metz;France 1;1.53 (1);67.3;14.3;18.4;1;✅ OBA ZGODNE (1);76.0;12.0;12.0;61.5;22.6;15.8;X;4:4;PRZEGRANA;-100.0
16:00;Swift Hesperange vs F91 Dudelange;Luxembourg 1;1.53 (2);11.4;65.4;23.2;2;✅ OBA ZGODNE (2);4.0;20.0;76.0;16.4;25.3;58.3;2;0:3;WYGRANA;53.0
13:30;Kanchanaburi vs Buriram United;Thailand 1;1.4 (2);17.1;63.9;19.0;2;✅ OBA ZGODNE (2);12.0;20.0;68.0;20.4;18.4;61.2;2;1:3;WYGRANA;40.0
jutro 01:00;Universitario de Deportes vs Alianza Atletico;Peru 1;1.4 (1);63.9;13.2;22.9;1;✅ OBA ZGODNE (1);60.0;24.0;16.0;66.5;22.2;11.3;Brak/Odwolany;-;Odwolany;0.0
15:30;Grbalj Radanovici vs Igalo;Montenegro 2;1.33 (1);63.8;19.1;17.1;1;✅ OBA ZGODNE (1);56.0;16.0;28.0;69.0;17.8;13.2;2;0:1;PRZEGRANA;-100.0
23:30;Everton CD vs Cobresal;Chile 1;1.75 (1);63.6;13.4;23.0;1;✅ OBA ZGODNE (1);64.0;24.0;12.0;63.3;22.4;14.3;Brak/Odwolany;-;Odwolany;0.0
14:00;OFK Mladost Donja Gorica vs Mornar;Montenegro 1;1.75 (2);15.7;62.5;21.7;2;✅ OBA ZGODNE (2);8.0;16.0;76.0;20.9;25.5;53.6;2;1:2;WYGRANA;75.0
18:30;Baghdad FC vs Al Zawraa;Iraq 1;1.5 (2);13.4;62.4;24.3;2;✅ OBA ZGODNE (2);12.0;20.0;68.0;14.3;27.1;58.6;X;2:2;PRZEGRANA;-100.0
19:00;Yacoub El Mansour vs FAR Rabat;Morocco 1;1.5 (2);15.4;61.8;22.8;2;✅ OBA ZGODNE (2);16.0;20.0;64.0;15.0;24.6;60.4;X;2:2;PRZEGRANA;-100.0
23:00;Deportivo Achuapa vs Antigua Guatemala;Guatemala 1;1.61 (2);17.7;61.3;21.0;2;✅ OBA ZGODNE (2);16.0;16.0;68.0;18.8;24.3;56.9;Brak/Odwolany;-;Odwolany;0.0
