Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
20:45;AFC Fylde vs Marine;England 6;1.33 (1);75.2;7.3;17.6;1;1.24;0.06;Stabilnie;1;2:0;WYGRANA;33.0
15:00;Amagaju vs Al Hilal Omdurman;Rwanda 1;1.4 (2);6.4;73.4;20.2;2;1.32;0.05;Stabilnie;2;1:2;WYGRANA;40.0
20:45;Southend United vs Yeovil Town;England 5;1.38 (1);69.3;13.4;17.3;1;1.38;-0.03;Stabilnie;1;2:1;WYGRANA;38.0
18:30;Star Sport Academy vs Lamboi;Sierra Leone 1;1.42 (1);65.1;11.3;23.6;1;;;;1;3:1;WYGRANA;42.0
20:45;Hereford vs Macclesfield;England 6;3.9 (1);14.5;62.2;23.3;2;;;;2;0:2;WYGRANA;0.0
16:30;Al-Qasim vs Diala;Iraq 1;1.28 (2);4.6;61.9;33.4;2;;;;2;0:4;WYGRANA;28.0
20:45;Maidenhead United vs Bath City;England 6;1.44 (1);61.1;14.2;24.8;1;;;;1;3:0;WYGRANA;44.0
19:00;Al Shorta vs Al Quwa Al Jawiya;Iraq 1;3.4 (2);59.5;19.7;20.8;1;;;;X;3:3;PRZEGRANA;-100.0
21:30;Valladolid vs Cadiz;Spain 2;1.65 (1);59.0;14.6;26.3;1;;;;1;3:0;WYGRANA;65.0
20:45;Enfield Town vs Chesham United;England 6;4.1 (1);17.2;54.9;27.9;2;;;;2;3:4;WYGRANA;0.0
19:00;Al Gharraf vs Al Najaf;Iraq 1;3.8 (2);54.4;22.5;23.1;1;;;;1;1:0;WYGRANA;0.0
16:30;Erbil vs Al Zawraa;Iraq 1;2.2 (1);48.5;26.3;25.2;1;;;;X;1:1;PRZEGRANA;-100.0
20:45;Woking vs Altrincham;England 5;1.9 (1);48.4;23.5;28.1;1;;;;X;1:1;PRZEGRANA;-100.0
20:45;Denbigh Town vs Holyhead Hotspur;Wales 2;1.8 (1);48.3;19.3;32.4;1;;;;X;1:1;PRZEGRANA;-100.0
22:00;Tigres FC vs Barranquilla FC;Colombia 2;1.95 (1);48.2;24.3;27.5;1;;;;1;3:1;WYGRANA;95.0
20:45;Atherstone Town vs Evesham United;England 7;2.2 (2);19.2;46.5;34.2;2;;;;2;1:2;WYGRANA;120.00000000000003
16:30;Newroz vs Naft Misan;Iraq 1;2.1 (1);45.2;26.9;28.0;1;;;;1;2:0;WYGRANA;110.0
16:00;Club Atletico Progreso vs Liverpool FC;Uruguay 1;1.95 (2);28.4;45.1;26.5;2;;;;X;3:3;PRZEGRANA;-100.0
20:45;Hanwell Town vs Sholing;England 7;3.4 (1);30.6;25.6;43.8;X;;;;X;0:0;WYGRANA;0.0
jutro 00:45;Atletico FC vs Universitario Popayan;Colombia 2;3.25 (2);43.6;25.7;30.8;1;;;;Brak/Odwolany;-;Odwolany;0.0
22:00;Real Santander vs Envigado;Colombia 2;2.0 (2);29.3;43.0;27.8;2;;;;2;1:3;WYGRANA;100.0
20:00;RC Deportivo vs Cordoba;Spain 2;1.85 (1);42.1;21.4;36.5;1;;;;1;2:0;WYGRANA;85.0
20:45;Alfreton Town vs Chorley;England 6;2.2 (2);26.5;41.8;31.7;2;;;;1;1:0;PRZEGRANA;-100.0
15:00;Hapoel Nazareth Illit vs Bnei Yehuda Tel Awiw;Israel 2;2.1 (2);28.8;40.7;30.5;2;;;;X;1:1;PRZEGRANA;-100.0
20:45;Spennymoor Town FC vs Kidderminster Harriers;England 6;1.9 (2);27.3;40.6;32.1;2;;;;1;3:1;PRZEGRANA;-100.0
20:45;Weston Super Mare vs Hemel Hempstead;England 6;3.1 (2);40.4;30.5;29.1;1;;;;X;0:0;PRZEGRANA;-100.0
jutro 01:30;Sportivo San Lorenzo vs Sportivo Ameliano;Paraguay 1;2.1 (2);33.0;39.1;27.9;2;;;;Brak/Odwolany;-;Odwolany;0.0
23:30;2 de Mayo vs Nacional;Paraguay 1;2.25 (2);34.8;38.3;26.9;2;;;;Brak/Odwolany;-;Odwolany;0.0
19:00;Mirandes vs Albacete;Spain 2;3.0 (2);35.0;30.2;34.8;1;;;;X;1:1;PRZEGRANA;-100.0
20:45;Wealdstone vs Hartlepool United;England 5;2.5 (2);31.7;33.7;34.6;X;;;;1;7:0;PRZEGRANA;-100.0
