Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:00;SC Villa vs Buhimba United Saints;Uganda 1;1.11 (1);89.8;3.2;7.0;1;1.04;0.03;Stabilnie;1;4:0;WYGRANA;11.000000000000014
16:00;Avan Academy vs Ararat;Armenia 1;1.14 (1);85.5;6.5;8.0;1;;;;1;4:0;WYGRANA;13.999999999999986
19:00;Benfica Lizbona vs Moreirense;Portugal 1;1.11 (1);81.0;6.8;12.2;1;1.15;-0.03;Stabilnie;1;4:1;WYGRANA;11.000000000000014
16:00;Cardiff City vs Northampton Town;England 3;1.18 (1);78.9;6.6;14.6;1;;;;1;5:1;WYGRANA;18.0
16:00;Forfar Athletic vs Edinburgh City;Scotland 4;1.16 (1);76.7;6.8;16.5;1;1.22;0.05;Stabilnie;1;4:0;WYGRANA;15.999999999999986
17:00;Al-Wehdat vs Al-Jazeera;Jordan 1;1.22 (1);76.1;8.7;15.2;1;1.44;-0.32;GRUBA GRA (Spadek);X;1:1;PRZEGRANA;-100.0
18:30;Djoliba vs Bougouni;Mali 1;1.22 (1);72.7;6.5;20.8;1;;;;Brak/Odwolany;-;Odwolany;0.0
16:00;Stranraer vs Stirling Albion;Scotland 4;1.3 (1);72.6;7.3;20.0;1;;;;X;1:1;PRZEGRANA;-100.0
16:00;Marek vs Belasitsa Petrich;Bulgaria 2;1.22 (1);72.2;10.6;17.2;1;1.25;0.01;Stabilnie;1;2:1;WYGRANA;22.0
22:30;Guaynabo Gol vs PR Surf;Puerto Rico 1;1.1 (2);14.8;69.9;15.3;2;;;;2;0:3;WYGRANA;10.000000000000014
16:00;Needham Market vs Banbury United;England 7;1.42 (1);68.9;10.8;20.3;1;1.38;0.07;Stabilnie;2;0:2;PRZEGRANA;-100.0
16:30;Etoile du Sahel vs Marsa;Tunisia 1;1.4 (1);68.6;13.7;17.8;1;1.62;-0.1;Stabilnie;1;1:0;WYGRANA;40.0
17:15;Venezia vs Empoli;Italy 2;1.4 (1);67.0;13.3;19.6;1;1.32;0.04;Stabilnie;Brak/Odwolany;-;Odwolany;0.0
16:00;Atherstone Town vs Farnham Town;England 7;1.27 (2);14.5;65.1;20.4;2;;;;2;0:3;WYGRANA;27.0
23:00;Deportivo Pereira vs Atletico Nacional;Colombia 1;1.42 (2);17.1;59.0;23.9;2;;;;1;1:0;PRZEGRANA;-100.0
16:30;Paradiso vs Lausanne II;Switzerland 3;1.8 (1);57.1;17.8;25.0;1;;;;1;3:0;WYGRANA;80.0
20:30;Dolomiti Bellunesi vs Trento;Italy 3;1.65 (2);17.9;54.9;27.2;2;;;;X;0:0;PRZEGRANA;-100.0
16:00;Wigan Athletic vs AFC Wimbledon;England 3;2.15 (1);50.6;23.4;26.0;1;;;;2;0:1;PRZEGRANA;-100.0
16:30;Jeunesse Sportive Omrane vs Slimene Sports;Tunisia 1;1.85 (1);50.0;21.2;28.8;1;;;;2;0:1;PRZEGRANA;-100.0
16:15;Villarreal B vs UD Ibiza;Spain 3;2.15 (1);49.3;22.8;27.9;1;;;;X;0:0;PRZEGRANA;-100.0
16:00;Lincoln vs Wycombe Wanderers;England 3;1.8 (1);49.3;22.7;28.0;1;;;;1;4:3;WYGRANA;80.0
23:30;Trujillanos FC vs Deportivo La Guaira;Venezuela 1;1.7 (2);23.3;49.2;27.6;2;;;;2;0:1;WYGRANA;70.0
21:05;Toulouse vs AS Monaco;France 1;1.75 (2);24.1;47.8;28.0;2;;;;X;2:2;PRZEGRANA;-100.0
18:30;Antequera vs Eldense;Spain 3;2.2 (2);46.5;29.3;24.2;1;;;;1;2:1;WYGRANA;0.0
16:00;Banik Ostrawa vs Viktoria Pilzno;Czech Republic 1;1.9 (2);27.2;45.3;27.6;2;;;;2;0:1;WYGRANA;90.0
16:00;Taunton Town vs Evesham United;England 7;2.2 (1);44.3;28.5;27.3;1;;;;X;0:0;PRZEGRANA;-100.0
16:00;Makedonija GjP vs Rabotnicki Skopje;F.Y.R.O.M. 1;2.3 (2);30.7;42.6;26.7;2;;;;1;2:1;PRZEGRANA;-100.0
20:30;Longford Town vs Kerry;Ireland 2;2.2 (1);41.7;28.7;29.6;1;;;;1;1:0;WYGRANA;120.00000000000003
16:00;St. Ives Town FC vs Stratford Town;England 7;2.25 (2);36.3;41.6;22.1;2;;;;X;0:0;PRZEGRANA;-100.0
16:00;Kayserispor vs Rizespor;Turkey 1;3.0 (2);41.4;30.2;28.5;1;;;;1;2:0;WYGRANA;0.0
16:00;Amora FC vs Lusitano Évora 1911;Portugal 3;2.4 (2);40.4;30.6;29.0;1;;;;2;1:2;PRZEGRANA;-100.0
20:30;Ospitaletto vs Novara;Italy 3;2.62 (1);33.9;39.4;26.7;2;;;;2;0:2;WYGRANA;0.0
16:00;Hyde United vs Gainsborough;England 7;2.6 (1);29.0;37.6;33.3;2;;;;1;3:1;PRZEGRANA;-100.0
18:00;Stade Poitevin vs La Roche;France 4;2.62 (2);34.6;37.2;28.2;2;;;;X;0:0;PRZEGRANA;-100.0
16:00;Worcester vs Spalding United;England 7;2.55 (2);34.7;36.5;28.9;2;;;;X;4:4;PRZEGRANA;-100.0
22:45;Luqueno vs Sportivo Trinidense;Paraguay 1;2.3 (2);35.1;34.9;30.0;1;;;;1;2:1;WYGRANA;0.0
