Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
03:30;Atletico Nacional vs Cucuta;Colombia 1;1.25 (1);80.0;5.0;15.0;1;X;0:0;PRZEGRANA;-100.0
19:00;Schoeningen vs Meppen;Germany 4;1.33 (2);0.0;80.0;20.0;2;2;0:1;WYGRANA;33.0
jutro 01:15;CD Olimpia vs Lobos UPNFM;Honduras 1;1.4 (1);80.0;10.0;10.0;1;Brak/Odwolany;-;Odwolany;0.0
15:00;Sasso Marconi vs Lentigione;Italy 4;1.5 (2);5.0;75.0;20.0;2;2;1:2;WYGRANA;50.0
15:00;Piacenza vs Trevigliese;Italy 4;1.36 (1);75.0;0.0;25.0;1;1;2:0;WYGRANA;36.0
02:00;Antigua Guatemala vs Mictlán;Guatemala 1;1.5 (1);70.0;5.0;25.0;1;1;8:2;WYGRANA;50.0
15:00;Portogruaro vs Bassano Virtus;Italy 4;1.72 (2);5.0;70.0;25.0;2;2;1:4;WYGRANA;72.0
20:45;Cleethorpes Town vs Stocksbridge Park Steels;England 7;1.5 (1);65.0;20.0;15.0;1;1;2:1;WYGRANA;50.0
14:00;Skive vs AB;Denmark 3;1.5 (2);20.0;65.0;15.0;2;X;0:0;PRZEGRANA;-100.0
15:00;Vado vs Chisola;Italy 4;1.61 (1);60.0;10.0;30.0;1;1;2:1;WYGRANA;61.0
16:00;San Luigi vs Legnago Salus;Italy 4;1.9 (2);5.0;60.0;35.0;2;X;1:1;PRZEGRANA;-100.0
19:00;Velden vs SV St. Anna;Austria 3;1.36 (1);55.0;20.0;25.0;1;1;2:1;WYGRANA;36.0
jutro 00:00;Chapecoense AF vs Atletico MG;Brazil 1;3.0 (1);50.0;25.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
04:00;Marquense vs Club Xelaju;Guatemala 1;2.1 (1);50.0;20.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
jutro 01:20;CD Jaguares vs Millonarios;Colombia 1;1.83 (2);30.0;45.0;25.0;2;Brak/Odwolany;-;Odwolany;0.0
13:00;Holbæk B&I vs Nykoebing FC;Denmark 4;2.05 (2);45.0;40.0;15.0;1;2;1:5;PRZEGRANA;-100.0
21:00;Cambridge United vs Swindon Town;England 4;1.7 (1);35.0;40.0;25.0;2;Brak/Odwolany;-;Odwolany;0.0
14:00;FC Roskilde vs Naestved;Denmark 3;3.7 (2);40.0;25.0;35.0;1;2;2:3;PRZEGRANA;-100.0
15:00;Altavilla vs Treviso;Italy 4;1.83 (2);40.0;35.0;25.0;1;2;0:1;PRZEGRANA;-100.0
19:00;Altonaer FC 93 vs SSV Jeddeloh;Germany 4;1.65 (2);40.0;40.0;20.0;1;2;2:7;PRZEGRANA;-100.0
20:00;Barracas Central vs Sarmiento;Argentina 1;2.45 (1);30.0;35.0;35.0;2;2;1:2;WYGRANA;0.0
15:00;ASDC Gozzano vs Lavagnese;Italy 4;1.83 (1);20.0;35.0;45.0;X;X;0:0;WYGRANA;0.0
10:35;Macarthur FC vs Newcastle Jets;Australia 1;2.45 (2);35.0;35.0;30.0;1;1;3:2;WYGRANA;0.0
14:00;Brabrand vs FC Helsingoer;Denmark 3;3.3 (1);30.0;25.0;45.0;X;1;4:1;PRZEGRANA;-100.0
