Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:00;Crvena Zvezda Belgrad vs FK Spartak Subotica;Serbia 1;1.05 (1);98.3;0.7;1.0;1;;;;1;3:2;WYGRANA;5.0
16:00;Sevlievo vs Spartak Pleven;Bulgaria 2;1.65 (1);74.8;9.1;16.1;1;1.58;0.02;Stabilnie;2;0:2;PRZEGRANA;-100.0
17:00;Łudogorec Razgrad vs Czerno More Warna;Bulgaria 1;1.33 (1);74.0;6.3;19.7;1;;;;X;0:0;PRZEGRANA;-100.0
02:00;Matagalpa vs Diriangén;Nicaragua 1;1.48 (2);16.1;72.5;11.4;2;1.52;-0.04;Stabilnie;2;2:3;WYGRANA;48.0
19:30;Lewski Sofia vs Arda Kardzhali;Bulgaria 1;1.36 (1);70.7;10.2;19.1;1;;;;1;1:0;WYGRANA;36.0
18:30;Fratria vs Lokomotiv G. Oryahovitsa;Bulgaria 2;1.27 (1);69.9;8.0;22.1;1;;;;1;3:0;WYGRANA;27.0
23:00;Union Magdalena vs Envigado;Colombia 2;3.3 (2);25.5;65.3;9.2;2;3.8;-0.4;GRUBA GRA (Spadek);Brak/Odwolany;-;Odwolany;0.0
18:00;Damac FC vs Al Quadisiya;Saudi Arabia 1;1.42 (2);16.8;62.8;20.4;2;;;;X;1:1;PRZEGRANA;-100.0
14:30;Lokomotiw Sofia vs Beroe;Bulgaria 1;1.55 (1);62.2;17.2;20.5;1;;;;1;2:1;WYGRANA;55.0
15:00;Kitayosce vs Simba SC;Tanzania 1;1.57 (2);15.7;61.3;23.0;2;;;;X;0:0;PRZEGRANA;-100.0
15:00;Mbeya City vs Azam FC;Tanzania 1;1.53 (2);16.1;61.0;22.9;2;;;;X;0:0;PRZEGRANA;-100.0
19:00;İstanbulspor vs Erzurum BB;Turkey 2;1.75 (2);15.0;56.4;28.6;2;;;;2;0:1;WYGRANA;75.0
19:00;NEC vs URA FC;Uganda 1;1.75 (1);55.9;19.1;25.0;1;;;;1;1:0;WYGRANA;75.0
03:00;Real Estelí vs Managua;Nicaragua 1;4.75 (2);55.4;23.0;21.6;1;;;;1;2:1;WYGRANA;0.0
17:00;Luanda City vs CD Lunda-Sul;Angola 1;2.55 (1);25.6;52.6;21.8;2;;;;1;1:0;PRZEGRANA;-100.0
15:00;The Saints FC vs Mbarara City;Uganda 1;2.1 (1);51.0;24.7;24.4;1;;;;1;3:1;WYGRANA;110.0
19:00;OFK Beograd vs FK Radnik Surdulica;Serbia 1;2.1 (1);28.0;49.0;23.0;2;;;;X;0:0;PRZEGRANA;-100.0
15:30;Makedonija GjP vs Arsimi;F.Y.R.O.M. 1;2.87 (2);44.7;26.2;29.1;1;;;;2;0:1;PRZEGRANA;-100.0
17:00;Novi Pazar vs Partizan Belgrad;Serbia 1;3.1 (1);19.4;44.7;35.8;2;;;;2;2:3;WYGRANA;0.0
16:00;Boluspor vs Sivasspor;Turkey 2;2.8 (2);43.1;30.8;26.1;1;;;;2;1:2;PRZEGRANA;-100.0
20:00;Al-Ettifaq vs Al Riyadh;Saudi Arabia 1;2.1 (1);42.7;28.4;28.9;1;;;;2;2:3;PRZEGRANA;-100.0
19:00;Erokspor vs Amed SK;Turkey 2;3.0 (2);40.6;26.8;32.6;1;;;;X;1:1;PRZEGRANA;-100.0
16:00;Al Kahrabaa vs Al Minaa;Iraq 1;3.0 (2);40.1;29.8;30.0;1;;;;1;2:0;WYGRANA;0.0
19:00;Rizespor vs Samsunspor;Turkey 1;2.25 (1);38.9;29.2;31.9;1;;;;1;4:1;WYGRANA;125.0
19:00;Cukaricki vs FK Radnicki 1923;Serbia 1;2.15 (1);36.9;35.0;28.1;1;;;;X;0:0;PRZEGRANA;-100.0
