Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
18:30;York City vs Yeovil Town;England 5;1.11 (1);90.7;1.8;7.5;1;✅ OBA ZGODNE (1);96.0;4.0;0.0;87.1;9.9;3.0;1;3:0;WYGRANA;11.000000000000014
14:00;PSBS Biak Numfor vs Persija Jakarta;Indonesia 1;1.09 (2);8.3;85.5;6.3;2;✅ OBA ZGODNE (2);16.0;4.0;80.0;3.1;7.8;89.1;2;0:1;WYGRANA;9.000000000000014
16:00;East Kilbride vs Edinburgh City;Scotland 4;1.14 (1);83.5;4.7;11.8;1;✅ OBA ZGODNE (1);84.0;12.0;4.0;83.1;11.7;5.2;1;4:0;WYGRANA;13.999999999999986
20:15;NK Maribor vs Primorje;Slovenia 1;1.33 (1);76.8;10.0;13.2;1;✅ OBA ZGODNE (1);80.0;8.0;12.0;74.7;16.6;8.7;1;2:0;WYGRANA;33.0
14:00;Meppen vs ETSV Weiche Flensburg;Germany 4;1.2 (1);76.4;6.0;17.6;1;✅ OBA ZGODNE (1);80.0;16.0;4.0;73.9;18.7;7.4;1;2:1;WYGRANA;20.0
16:00;Dinamo Zagrzeb vs Rijeka;Croatia 1;1.33 (1);75.6;11.2;13.3;1;✅ OBA ZGODNE (1);84.0;4.0;12.0;69.9;19.5;10.6;X;2:2;PRZEGRANA;-100.0
16:00;Harborough Town vs Bishop's Stortford;England 7;1.33 (1);72.8;8.8;18.4;1;✅ OBA ZGODNE (1);72.0;20.0;8.0;73.3;17.3;9.4;X;1:1;PRZEGRANA;-100.0
18:30;Borac Banja Luka vs FK Velez Mostar;Bosnia-Herzegovina 1;1.33 (1);71.1;16.0;12.8;1;✅ OBA ZGODNE (1);80.0;4.0;16.0;65.2;18.7;16.1;X;2:2;PRZEGRANA;-100.0
20:30;Ascoli Picchio FC 1898 vs Monterosi;Italy 3;1.28 (1);71.0;9.9;19.1;1;✅ OBA ZGODNE (1);80.0;16.0;4.0;65.0;21.1;13.9;1;1:0;WYGRANA;28.0
13:00;Aguilas vs Taguig;Philippines 1;1.44 (2);13.0;69.1;17.8;2;✅ OBA ZGODNE (2);8.0;16.0;76.0;16.4;19.1;64.5;2;1:4;WYGRANA;44.0
15:00;S.S. Murata vs FC Fiorentino;San Marino 1;1.3 (2);13.1;69.0;17.9;2;✅ OBA ZGODNE (2);12.0;16.0;72.0;13.8;19.2;67.0;2;1:4;WYGRANA;30.0
20:00;Hoogstraten vs Ninove;Belgium 3;1.48 (1);68.7;11.2;20.1;1;✅ OBA ZGODNE (1);76.0;20.0;4.0;63.9;20.2;16.0;1;3:1;WYGRANA;48.0
16:00;Billericay vs Whitehawk;England 7;1.36 (1);67.7;14.5;17.9;1;✅ OBA ZGODNE (1);72.0;16.0;12.0;64.8;19.1;16.1;1;2:0;WYGRANA;36.0
14:00;FC Schweinfurt vs Hansa Rostock;Germany 3;1.36 (2);15.7;67.5;16.8;2;✅ OBA ZGODNE (2);12.0;8.0;80.0;18.2;22.6;59.2;X;0:0;PRZEGRANA;-100.0
18:35;Sitra vs Al Khalidiyah;Bahrain 1;1.4 (2);14.7;65.8;19.4;2;✅ OBA ZGODNE (2);12.0;16.0;72.0;16.6;21.7;61.7;2;1:3;WYGRANA;40.0
14:15;Zalaegerszeg vs Kazincbarcikai BSC;Hungary 1;1.42 (1);64.9;11.8;23.3;1;✅ OBA ZGODNE (1);64.0;28.0;8.0;65.5;20.1;14.3;1;4:0;WYGRANA;42.0
14:00;Freiberg vs TSV Steinbach;Germany 4;1.53 (1);64.0;12.1;23.8;1;✅ OBA ZGODNE (1);68.0;24.0;8.0;61.4;23.7;14.9;2;1:3;PRZEGRANA;-100.0
15:00;Pelister vs Makedonija GjP;F.Y.R.O.M. 1;1.66 (1);60.9;17.6;21.4;1;✅ OBA ZGODNE (1);72.0;20.0;8.0;53.5;22.4;24.1;1;2:0;WYGRANA;66.0
16:00;Chichester City FC vs Dartford;England 7;1.55 (2);16.8;60.8;22.5;2;✅ OBA ZGODNE (2);16.0;20.0;64.0;17.3;24.1;58.6;X;2:2;PRZEGRANA;-100.0
16:30;Liptovsky Mikulas vs Zilina B;Slovakia 2;1.66 (1);60.8;21.2;18.0;1;✅ OBA ZGODNE (1);68.0;12.0;20.0;56.0;21.9;22.0;1;2:0;WYGRANA;66.0
16:00;Mendrisio vs Widnau;Switzerland 4;1.72 (1);59.9;18.5;21.6;1;✅ OBA ZGODNE (1);64.0;20.0;16.0;57.2;22.6;20.2;1;4:2;WYGRANA;72.0
18:30;Braintree Town vs Rochdale;England 5;1.25 (2);18.7;59.0;22.3;2;✅ OBA ZGODNE (2);16.0;24.0;60.0;20.4;21.2;58.4;2;1:2;WYGRANA;25.0
21:05;Lille vs Nice;France 1;1.53 (1);58.8;15.1;26.1;1;✅ OBA ZGODNE (1);64.0;24.0;12.0;55.4;27.4;17.2;X;0:0;PRZEGRANA;-100.0
20:30;All Boys vs Acassuso;Argentina 2;1.66 (1);57.6;18.5;23.9;1;✅ OBA ZGODNE (1);56.0;28.0;16.0;58.7;21.1;20.2;X;0:0;PRZEGRANA;-100.0
22:30;Real Cartagena vs Barranquilla FC;Colombia 2;1.42 (1);56.6;14.6;28.8;1;✅ OBA ZGODNE (1);44.0;44.0;12.0;65.0;18.6;16.4;2;1:3;PRZEGRANA;-100.0
13:15;Sesvete vs NK Croatia Zmijavci;Croatia 2;1.85 (1);56.0;18.3;25.7;1;✅ OBA ZGODNE (1);56.0;28.0;16.0;56.1;24.2;19.8;X;1:1;PRZEGRANA;-100.0
16:00;Leyton Orient vs Rotherham United;England 3;1.6 (1);55.2;25.9;18.9;1;✅ OBA ZGODNE (1);52.0;12.0;36.0;57.3;23.6;19.2;2;0:2;PRZEGRANA;-100.0
17:00;Pribram vs Sparta Prague B;Czech Republic 2;1.7 (1);54.6;18.2;27.2;1;✅ OBA ZGODNE (1);56.0;32.0;12.0;53.7;24.0;22.3;1;2:0;WYGRANA;70.0
14:00;Mornar vs Decic Tuzi;Montenegro 1;1.7 (1);54.5;20.6;24.9;1;✅ OBA ZGODNE (1);56.0;24.0;20.0;53.5;25.5;21.0;1;1:0;WYGRANA;70.0
16:00;Bamber Bridge vs Hebburn Town;England 7;1.8 (2);23.2;53.0;23.8;2;✅ OBA ZGODNE (2);24.0;16.0;60.0;22.7;28.9;48.3;2;1:2;WYGRANA;80.0
14:00;TSG Balingen vs Mainz 05 II;Germany 4;1.61 (2);19.9;51.7;28.4;2;✅ OBA ZGODNE (2);16.0;28.0;56.0;22.6;28.6;48.8;X;1:1;PRZEGRANA;-100.0
16:00;Plymouth Parkway vs Hanwell Town;England 7;2.05 (1);50.5;18.4;31.1;1;✅ OBA ZGODNE (1);48.0;36.0;16.0;52.1;27.8;20.1;1;2:0;WYGRANA;104.99999999999997
14:00;Duisburg vs Hoffenheim II;Germany 3;1.8 (1);49.7;17.6;32.6;1;✅ OBA ZGODNE (1);40.0;40.0;20.0;56.2;27.7;16.0;1;3:1;WYGRANA;80.0
14:00;Ingolstadt vs Osnabrueck;Germany 3;1.95 (2);22.2;49.5;28.3;2;✅ OBA ZGODNE (2);16.0;32.0;52.0;26.4;25.8;47.8;2;0:1;WYGRANA;95.0
18:30;Duhok vs Al Quwa Al Jawiya;Iraq 1;1.83 (2);21.9;48.8;29.2;2;✅ OBA ZGODNE (2);16.0;32.0;52.0;25.9;27.4;46.7;2;1:2;WYGRANA;83.0
16:00;Peterhead vs Queen of South;Scotland 3;1.9 (2);31.8;45.1;23.1;2;✅ OBA ZGODNE (2);40.0;16.0;44.0;26.3;27.9;45.8;X;1:1;PRZEGRANA;-100.0
16:00;Newcastle United vs AFC Bournemouth;England 1;3.25 (2);45.1;26.5;28.4;1;✅ OBA ZGODNE (1);36.0;36.0;28.0;51.1;23.4;25.5;2;1:2;PRZEGRANA;-100.0
