Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Consensus;KNN_%1;KNN_%X;KNN_%2;XGB_%1;XGB_%X;XGB_%2;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
jutro 01:30;Club Atletico Penarol vs Juventud de las Piedras;Uruguay 1;1.36 (1);72.3;11.5;16.2;1;✅ OBA ZGODNE (1);76.0;12.0;12.0;69.8;19.0;11.1;Brak/Odwolany;-;Odwolany;0.0
20:45;Taunton Town vs Farnham Town;England 7;1.83 (2);18.5;64.9;16.6;2;✅ OBA ZGODNE (2);16.0;8.0;76.0;20.2;22.3;57.5;1;1:0;PRZEGRANA;-100.0
20:30;RC Deportivo vs Mirandes;Spain 2;1.5 (1);64.2;8.5;27.3;1;✅ OBA ZGODNE (1);64.0;32.0;4.0;64.3;24.1;11.6;1;3:1;WYGRANA;50.0
03:00;Antigua Guatemala vs Deportivo Malacateco;Guatemala 1;1.53 (1);64.1;17.5;18.4;1;✅ OBA ZGODNE (1);72.0;12.0;16.0;58.9;22.7;18.5;1;2:1;WYGRANA;53.0
20:00;Vasas Budapeszt vs BVSC;Hungary 2;1.33 (1);63.2;13.5;23.4;1;✅ OBA ZGODNE (1);56.0;28.0;16.0;68.0;20.3;11.8;2;0:2;PRZEGRANA;-100.0
jutro 01:00;Deportivo La Guaira vs Portuguesa FC;Venezuela 1;1.66 (1);61.3;12.8;25.9;1;✅ OBA ZGODNE (1);68.0;28.0;4.0;56.8;24.6;18.6;Brak/Odwolany;-;Odwolany;0.0
jutro 00:00;Carabobo FC vs Academia Anzoategui;Venezuela 1;1.48 (1);58.5;18.7;22.9;1;✅ OBA ZGODNE (1);56.0;24.0;20.0;60.1;22.1;17.8;1;6:3;WYGRANA;48.0
17:00;Szachtar Donieck vs Polissya Zhytomyr;Ukraine 1;1.8 (1);54.2;16.7;29.1;1;✅ OBA ZGODNE (1);56.0;32.0;12.0;52.9;27.1;19.9;1;1:0;WYGRANA;80.0
23:15;Rubio Nu vs Libertad;Paraguay 1;1.72 (2);22.5;51.9;25.5;2;✅ OBA ZGODNE (2);20.0;24.0;56.0;24.2;26.6;49.2;Brak/Odwolany;-;Odwolany;0.0
20:00;FC Den Bosch vs Jong FC Utrecht;Netherlands 2;1.85 (1);51.3;18.3;30.4;1;✅ OBA ZGODNE (1);52.0;36.0;12.0;50.8;26.7;22.5;X;1:1;PRZEGRANA;-100.0
10:30;Semen Padang vs Persijap;Indonesia 1;2.75 (2);50.7;28.8;20.5;1;✅ OBA ZGODNE (1);48.0;16.0;36.0;52.5;23.5;24.0;2;0:2;PRZEGRANA;-100.0
18:00;Miedź Legnica vs Górnik Łęczna;Poland 2;1.6 (1);48.6;26.5;24.9;1;✅ OBA ZGODNE (1);40.0;24.0;36.0;54.3;25.5;20.2;2;0:2;PRZEGRANA;-100.0
20:00;Barracas Central vs Belgrano;Argentina 1;3.5 (1);30.3;46.4;23.3;2;✅ OBA ZGODNE (2);28.0;24.0;48.0;31.8;22.8;45.3;X;0:0;PRZEGRANA;-100.0
