Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Kurs_Otwarcia;Delta_Kursu;Alert_Rynku;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
12:00;SC Poltava vs Polissya Zhytomyr;Ukraine 1;1.09 (2);1.4;94.0;4.6;2;1.07;0.07;Stabilnie;2;0:4;WYGRANA;9.000000000000014
19:00;Sonnenhof Großaspach vs TSV Schott Mainz;Germany 4;1.22 (1);86.9;3.8;9.3;1;;;;1;2:1;WYGRANA;22.0
16:00;JS Jijel vs JS Bordj Ménaïel;Algeria 2;1.28 (1);82.3;7.8;9.9;1;;;;2;0:1;PRZEGRANA;-100.0
21:05;Olympique Marsylia vs Metz;France 1;1.22 (1);81.9;7.9;10.2;1;;;;1;3:1;WYGRANA;22.0
20:00;FC Twente vs FC Volendam;Eredivisie;1.2 (1);79.4;5.3;15.3;1;1.16;0.04;Stabilnie;1;2:1;WYGRANA;20.0
17:00;ND Beltinci vs Krsko Posavje;Slovenia 2;1.2 (1);78.9;3.4;17.7;1;1.22;-0.02;Stabilnie;X;1:1;PRZEGRANA;-100.0
19:00;Nk Brinje Grosuplje vs Gorica;Slovenia 2;1.3 (1);78.8;5.9;15.3;1;;;;1;1:0;WYGRANA;30.0
16:00;MO Constantine vs Nrb Beni Oulbene;Algeria 2;1.33 (1);77.1;8.1;14.8;1;1.68;-0.28;GRUBA GRA (Spadek);X;0:0;PRZEGRANA;-100.0
20:45;Bohemian FC vs Sligo Rovers;Ireland 1;1.33 (1);75.8;6.7;17.5;1;;;;2;1:2;PRZEGRANA;-100.0
20:30;Rudar Prijedor vs Borac Banja Luka;Bosnia-Herzegovina 1;1.3 (2);9.0;75.3;15.7;2;1.4;-0.07;Stabilnie;2;0:2;WYGRANA;30.0
18:20;Saham vs Al-Seeb;Oman 1;1.27 (2);13.1;71.7;15.2;2;1.28;0.02;Stabilnie;2;0:2;WYGRANA;27.0
20:00;RKC Waalwijk vs FC Emmen;Netherlands 2;1.66 (1);71.5;15.1;13.4;1;;;;1;5:0;WYGRANA;66.0
19:30;Dijon vs Bourg en Bresse Peronnas;France 3;1.42 (1);71.2;8.8;20.0;1;1.33;0.12;OSTRZEZENIE (Rosnie);1;2:0;WYGRANA;42.0
16:00;MO BÃ©jaÃ¯a vs US Chaouia;Algeria 2;1.44 (1);70.0;9.7;20.2;1;1.78;-0.11;GRUBA GRA (Spadek);1;1:0;WYGRANA;44.0
19:00;Besiktas Stambuł vs Antalyaspor;Turkey 1;1.33 (1);69.1;12.9;18.0;1;;;;1;4:2;WYGRANA;33.0
14:15;Viettel vs FLC Thanh Hoa;Vietnam 1;1.42 (1);68.1;12.0;20.0;1;1.46;-0.13;GRUBA GRA (Spadek);1;1:0;WYGRANA;42.0
20:45;Treaty United vs Cork City;Ireland 2;1.38 (2);20.9;67.8;11.3;2;1.44;-0.08;Stabilnie;Brak/Odwolany;-;Odwolany;0.0
17:00;Rukh Vynnyky vs FC Kolos Kovalivka;Ukraine 1;1.9 (2);15.5;67.0;17.5;2;;;;X;1:1;PRZEGRANA;-100.0
19:30;Le Puy vs Aubagne;France 3;1.65 (1);66.1;15.1;18.8;1;;;;2;1:2;PRZEGRANA;-100.0
20:00;Birmingham City U21 vs Ipswich Town U21;England Reserve 1;1.72 (2);14.4;65.8;19.7;2;;;;2;0:3;WYGRANA;72.0
19:30;SV Horn vs Favoritner AC;Austria 3;1.55 (1);64.7;15.5;19.9;1;;;;2;1:2;PRZEGRANA;-100.0
21:45;Famalicao vs Moreirense;Portugal 1;1.48 (1);64.0;12.2;23.8;1;;;;X;1:1;PRZEGRANA;-100.0
15:55;Al-Nasr Salalah vs Al-Khabourah;Oman 1;1.72 (1);63.3;11.8;24.9;1;;;;1;2:0;WYGRANA;72.0
14:30;CSKA 1948 vs Botev Vratsa;Bulgaria 1;1.65 (1);62.3;17.0;20.7;1;;;;1;1:0;WYGRANA;65.0
20:45;AS Roma vs Pisa;European Championship U-21 1;1.33 (1);61.3;10.1;28.6;1;;;;1;3:0;WYGRANA;33.0
19:00;Hallescher FC vs VSG Altglienicke;Germany 4;1.66 (1);60.9;18.2;20.9;1;;;;2;2:3;PRZEGRANA;-100.0
13:30;Van vs FC Banants;Armenia 1;1.53 (2);16.7;60.8;22.5;2;;;;2;1:2;WYGRANA;53.0
18:00;Amstetten vs SC Bregenz;Austria 2;1.57 (1);59.9;15.7;24.4;1;;;;2;2:3;PRZEGRANA;-100.0
19:30;Richards Bay vs Orlando Pirates;South Africa 1;1.4 (2);21.9;59.3;18.8;2;;;;X;2:2;PRZEGRANA;-100.0
12:00;Ho Chi Minh City II vs PVF-CAND II;Vietnam 2;1.61 (2);21.8;59.1;19.1;2;;;;2;0:3;WYGRANA;61.0
17:45;Puskas FC Academy vs Gyori ETO;Hungary 1;1.85 (2);21.0;58.6;20.3;2;;;;2;1:4;WYGRANA;85.0
17:00;Slavia Sofia vs Septemvri Sofia;Bulgaria 1;1.72 (1);58.5;17.3;24.2;1;;;;2;1:2;PRZEGRANA;-100.0
19:00;TSV Lehnerz vs Bayern Alzenau;Germany 4;1.65 (1);57.7;17.6;24.7;1;;;;1;3:1;WYGRANA;65.0
16:00;Ludogorets Razgrad II vs Minyor Pernik;Bulgaria 2;1.65 (1);57.7;18.7;23.6;1;;;;1;4:2;WYGRANA;65.0
20:00;Fulham Academy vs Chelsea Academy;England Reserve 1;1.8 (2);18.6;57.3;24.1;2;;;;1;2:1;PRZEGRANA;-100.0
19:00;Atlético Madrid II vs Marbella FC;Spain 3;1.61 (1);56.3;17.4;26.3;1;;;;1;5:4;WYGRANA;61.0
20:45;Wexford Youths vs Athlone Town;Ireland 2;1.75 (1);55.3;20.5;24.2;1;;;;1;1:0;WYGRANA;75.0
