Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
11:00;Cebu FC vs Garelli United;Philippines 1;1.03 (1);85.0;10.0;5.0;1;1;4:2;WYGRANA;3.0
17:00;Ikorodu City vs Warri Wolves FC;Nigeria 1;1.4 (1);85.0;10.0;5.0;1;1;4:3;WYGRANA;40.0
01:00;CSD Municipal vs Deportivo Malacateco;Guatemala 1;1.28 (1);85.0;10.0;5.0;1;1;1:0;WYGRANA;28.0
17:00;Hearts of Oak vs Gamba All Blacks;Ghana 1;1.57 (1);80.0;10.0;10.0;1;X;2:2;PRZEGRANA;-100.0
14:30;SV Kuchl vs Kufstein;Austria 3;1.36 (1);75.0;5.0;20.0;1;2;1:3;PRZEGRANA;-100.0
16:00;Victoria United vs Stade Renard;Cameroon 1;1.38 (1);70.0;20.0;10.0;1;X;2:2;PRZEGRANA;-100.0
17:30;Pirin Blagoevgrad vs Belasitsa Petrich;Bulgaria 2;1.36 (1);70.0;20.0;10.0;1;1;1:0;WYGRANA;36.0
17:30;ASKO de Kara vs Entente II;Togo 1;1.65 (1);65.0;10.0;25.0;1;1;3:1;WYGRANA;65.0
15:00;Podbeskidzie Bielsko-Biała vs KKS 1925 Kalisz;Poland 3;1.57 (1);65.0;20.0;15.0;1;1;4:1;WYGRANA;57.0
17:00;Bayelsa United vs Kano Pillars;Nigeria 1;1.53 (1);65.0;15.0;20.0;1;1;4:1;WYGRANA;53.0
01:00;Desamparados vs Escorpiones;Costa Rica 2;1.8 (2);25.0;60.0;15.0;2;Brak/Odwolany;-;Odwolany;0.0
15:00;Biel/Bienne vs Bulle;Switzerland 3;1.48 (1);60.0;20.0;20.0;1;1;4:1;WYGRANA;48.0
15:00;Royal Knokke FC vs Lyra-Lierse Berlaar;Belgium 3;1.72 (1);60.0;20.0;20.0;1;1;1:0;WYGRANA;72.0
17:00;Niger Tornadoes vs Wikki Tourist;Nigeria 1;1.53 (1);55.0;25.0;20.0;1;1;2:0;WYGRANA;53.0
13:00;Naestved vs Brabrand;Denmark 3;1.4 (1);55.0;25.0;20.0;1;X;0:0;PRZEGRANA;-100.0
14:00;Ulinzi Stars vs Sofapaka;Kenya 1;1.9 (1);55.0;20.0;25.0;1;1;2:0;WYGRANA;90.0
22:30;Montego Bay United FC vs Cavalier SC;Jamaica 1;1.61 (1);50.0;20.0;30.0;1;Brak/Odwolany;-;Odwolany;0.0
15:30;Sancataldese vs Nissa;Italy 4;1.8 (2);30.0;50.0;20.0;2;2;1:5;WYGRANA;80.0
23:45;Municipal Limeno vs HÃ©rcules;El Salvador 1;1.42 (1);50.0;25.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
16:15;Leonesa vs FC Andorra;Spain 2;2.8 (2);50.0;20.0;30.0;1;2;0:4;PRZEGRANA;-100.0
18:30;Teungueth vs Jaraaf;Senegal 1;2.35 (1);30.0;50.0;20.0;2;1;1:0;PRZEGRANA;-100.0
18:45;Djoliba vs ASKO;Mali 1;1.55 (1);50.0;25.0;25.0;1;1;1:0;WYGRANA;55.0
04:00;Club Xelaju vs Guastatoya;Guatemala 1;1.53 (1);50.0;10.0;40.0;1;X;1:1;PRZEGRANA;-100.0
21:00;Chacarita Juniors vs Club Atletico Estudiantes;Argentina 2;2.3 (1);40.0;50.0;10.0;2;2;0:3;WYGRANA;0.0
03:00;Monarcas Morelia vs Irapuato;Mexico 2;2.05 (1);40.0;45.0;15.0;2;1;2:0;PRZEGRANA;-100.0
jutro 00:30;Atletico PR vs Botafogo RJ;Brazil 1;2.0 (1);45.0;20.0;35.0;1;Brak/Odwolany;-;Odwolany;0.0
15:00;Club Atletico Progreso vs Liverpool FC;Uruguay 1;1.95 (2);25.0;45.0;30.0;2;Brak/Odwolany;-;Odwolany;0.0
15:00;Diegem Sport vs Ninove;Belgium 3;1.9 (1);40.0;45.0;15.0;2;1;5:0;PRZEGRANA;-100.0
03:00;Zacatecoluca vs Isidro Metapan;El Salvador 1;1.85 (2);20.0;45.0;35.0;2;X;2:2;PRZEGRANA;-100.0
14:00;Wolfsberger AC (A) vs Oedt;Austria 3;2.0 (2);35.0;40.0;25.0;2;2;0:2;WYGRANA;100.0
15:00;Sammaurese vs Ostia Mare;Italy 4;2.0 (2);30.0;40.0;30.0;2;2;0:1;WYGRANA;100.0
12:00;Osasuna B vs Guadalajara;Spain 3;2.8 (2);40.0;25.0;35.0;1;1;4:3;WYGRANA;0.0
17:30;Casarano vs Giugliano;Italy 3;2.1 (1);40.0;30.0;30.0;1;1;2:0;WYGRANA;110.0
19:00;Aurora vs Deportivo Achuapa;Guatemala 1;1.75 (1);40.0;25.0;35.0;1;1;1:0;WYGRANA;75.0
18:30;DSC vs Ouakam;Senegal 1;2.87 (2);35.0;30.0;35.0;1;X;1:1;PRZEGRANA;-100.0
14:00;Eibar vs Las Palmas;Spain 2;2.45 (1);20.0;35.0;45.0;X;1;3:1;PRZEGRANA;-100.0
jutro 01:20;Deportivo Pasto vs Atletico Nacional;Colombia 1;3.3 (1);20.0;35.0;45.0;X;Brak/Odwolany;-;Odwolany;0.0
17:30;Forli vs Pianese;Italy 3;3.2 (2);30.0;35.0;35.0;2;X;0:0;PRZEGRANA;-100.0
16:30;ND Bilje vs Gorica;Slovenia 2;2.55 (2);25.0;20.0;55.0;X;1;3:2;PRZEGRANA;-100.0
