Godzina;Mecz;Liga;Kurs [Faworyt];% Wygranej Gospodarza [1];% Wygranej Goscia [2];% Remisu [X];Typ_Modelu;Wynik_Rzeczywisty;Gole;Status;Zysk/Strata (Flat 100)
19:00;Crvena Zvezda Belgrad vs FK Spartak Subotica;Serbia 1;1.05 (1);90.0;10.0;0.0;1;1;3:2;WYGRANA;5.0
18:00;Damac FC vs Al Quadisiya;Saudi Arabia 1;1.42 (2);15.0;80.0;5.0;2;X;1:1;PRZEGRANA;-100.0
19:30;Lewski Sofia vs Arda Kardzhali;Bulgaria 1;1.36 (1);80.0;5.0;15.0;1;1;1:0;WYGRANA;36.0
15:00;Mbeya City vs Azam FC;Tanzania 1;1.53 (2);5.0;70.0;25.0;2;X;0:0;PRZEGRANA;-100.0
17:00;Łudogorec Razgrad vs Czerno More Warna;Bulgaria 1;1.33 (1);70.0;5.0;25.0;1;X;0:0;PRZEGRANA;-100.0
15:00;Kitayosce vs Simba SC;Tanzania 1;1.57 (2);15.0;70.0;15.0;2;X;0:0;PRZEGRANA;-100.0
16:00;Sevlievo vs Spartak Pleven;Bulgaria 2;1.65 (1);70.0;10.0;20.0;1;2;0:2;PRZEGRANA;-100.0
18:30;Fratria vs Lokomotiv G. Oryahovitsa;Bulgaria 2;1.27 (1);65.0;10.0;25.0;1;1;3:0;WYGRANA;27.0
19:00;İstanbulspor vs Erzurum BB;Turkey 2;1.75 (2);15.0;65.0;20.0;2;2;0:1;WYGRANA;75.0
14:30;Lokomotiw Sofia vs Beroe;Bulgaria 1;1.55 (1);60.0;15.0;25.0;1;1;2:1;WYGRANA;55.0
02:00;Matagalpa vs Diriangén;Nicaragua 1;1.48 (2);15.0;60.0;25.0;2;2;2:3;WYGRANA;48.0
19:00;NEC vs URA FC;Uganda 1;1.75 (1);60.0;15.0;25.0;1;1;1:0;WYGRANA;75.0
17:00;Novi Pazar vs Partizan Belgrad;Serbia 1;3.1 (1);20.0;55.0;25.0;2;2;2:3;WYGRANA;0.0
03:00;Real Estelí vs Managua;Nicaragua 1;4.75 (2);55.0;10.0;35.0;1;1;2:1;WYGRANA;0.0
23:00;Union Magdalena vs Envigado;Colombia 2;3.3 (2);50.0;25.0;25.0;1;Brak/Odwolany;-;Odwolany;0.0
19:00;OFK Beograd vs FK Radnik Surdulica;Serbia 1;2.1 (1);25.0;50.0;25.0;2;X;0:0;PRZEGRANA;-100.0
19:00;Cukaricki vs FK Radnicki 1923;Serbia 1;2.15 (1);25.0;50.0;25.0;2;X;0:0;PRZEGRANA;-100.0
16:00;Boluspor vs Sivasspor;Turkey 2;2.8 (2);45.0;15.0;40.0;1;2;1:2;PRZEGRANA;-100.0
17:00;Luanda City vs CD Lunda-Sul;Angola 1;2.55 (1);35.0;40.0;25.0;2;1;1:0;PRZEGRANA;-100.0
16:00;Al Kahrabaa vs Al Minaa;Iraq 1;3.0 (2);40.0;35.0;25.0;1;1;2:0;WYGRANA;0.0
19:00;Rizespor vs Samsunspor;Turkey 1;2.25 (1);40.0;35.0;25.0;1;1;4:1;WYGRANA;125.0
15:00;The Saints FC vs Mbarara City;Uganda 1;2.1 (1);35.0;30.0;35.0;1;1;3:1;WYGRANA;110.0
20:00;Al-Ettifaq vs Al Riyadh;Saudi Arabia 1;2.1 (1);30.0;30.0;40.0;X;2;2:3;PRZEGRANA;-100.0
19:00;Erokspor vs Amed SK;Turkey 2;3.0 (2);30.0;20.0;50.0;X;X;1:1;WYGRANA;0.0
15:30;Makedonija GjP vs Arsimi;F.Y.R.O.M. 1;2.87 (2);25.0;20.0;55.0;X;2;0:1;PRZEGRANA;-100.0
